time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.commanded,.measured
2018/07/18/15:56:59.171742,2252,1531943819,171141828,NED,0.769999980927,3.85962629318
2018/07/18/15:56:59.222380,2253,1531943819,221627594,NED,0.769999980927,3.85962629318
2018/07/18/15:56:59.269241,2254,1531943819,268746715,NED,0.769999980927,3.85962629318
2018/07/18/15:56:59.288721,2255,1531943819,288379333,NED,0.719999969006,2.01265263557
2018/07/18/15:56:59.359287,2256,1531943819,358495158,NED,0.719999969006,2.01265263557
2018/07/18/15:56:59.407844,2257,1531943819,407316017,NED,2.62999987602,2.01265263557
2018/07/18/15:56:59.448767,2258,1531943819,448076306,NED,2.62999987602,2.01265263557
2018/07/18/15:56:59.476503,2259,1531943819,475038752,NED,2.69000005722,2.01265263557
2018/07/18/15:56:59.513509,2260,1531943819,513087779,NED,2.70000004768,2.01265263557
2018/07/18/15:56:59.571721,2261,1531943819,571026220,NED,3.69999980927,2.01265263557
2018/07/18/15:56:59.670885,2262,1531943819,669546424,NED,3.69999980927,2.01265263557
2018/07/18/15:56:59.707856,2263,1531943819,707119649,NED,3.81999993324,1.23303222656
2018/07/18/15:56:59.784676,2264,1531943819,783904126,NED,3.80999994278,1.23303222656
2018/07/18/15:56:59.810643,2265,1531943819,810269651,NED,3.80999994278,1.23303222656
2018/07/18/15:56:59.882226,2266,1531943819,880975420,NED,5.13999986649,1.23303222656
2018/07/18/15:56:59.939294,2267,1531943819,938841126,NED,5.15000009537,1.23303222656
2018/07/18/15:56:59.982760,2268,1531943819,981885162,NED,5.27999973297,1.23303222656
2018/07/18/15:57:00.053775,2269,1531943820,53323916,NED,5.27999973297,1.23303222656
2018/07/18/15:57:00.076833,2270,1531943820,76253997,NED,5.27999973297,1.23303222656
2018/07/18/15:57:00.117959,2271,1531943820,117531240,NED,6.71999979019,0.721256911755
2018/07/18/15:57:00.142034,2272,1531943820,141459709,NED,6.73000001907,0.721256911755
2018/07/18/15:57:00.215986,2273,1531943820,215056484,NED,6.6299996376,0.721256911755
2018/07/18/15:57:00.241962,2274,1531943820,240402919,NED,6.6299996376,0.721256911755
2018/07/18/15:57:00.300961,2275,1531943820,300211355,NED,12.2599992752,0.721256911755
2018/07/18/15:57:00.341572,2276,1531943820,339677229,NED,12.2699995041,0.721256911755
2018/07/18/15:57:00.396086,2277,1531943820,395781135,NED,12.0,0.721256911755
2018/07/18/15:57:00.451514,2278,1531943820,441574098,NED,12.0099992752,0.721256911755
2018/07/18/15:57:00.488073,2279,1531943820,487606002,NED,11.7599992752,4.930352211
2018/07/18/15:57:00.536529,2280,1531943820,535919797,NED,11.7599992752,4.930352211
2018/07/18/15:57:00.590473,2281,1531943820,590133135,NED,13.7299995422,4.930352211
2018/07/18/15:57:00.628329,2282,1531943820,627776152,NED,13.7299995422,4.930352211
2018/07/18/15:57:00.762596,2283,1531943820,760876214,NED,13.2899999619,4.930352211
2018/07/18/15:57:00.807127,2284,1531943820,806397756,NED,12.9399995804,7.2085943222
2018/07/18/15:57:00.876235,2285,1531943820,875521403,NED,14.7699995041,7.2085943222
2018/07/18/15:57:00.967499,2286,1531943820,966586536,NED,14.7699995041,7.2085943222
2018/07/18/15:57:01.005124,2287,1531943821,4429966,NED,14.1899995804,7.2085943222
2018/07/18/15:57:01.053758,2288,1531943821,53295052,NED,14.1899995804,7.2085943222
2018/07/18/15:57:01.090056,2289,1531943821,89589095,NED,13.5199995041,7.2085943222
2018/07/18/15:57:01.135563,2290,1531943821,135061199,NED,13.5199995041,7.2085943222
2018/07/18/15:57:01.221718,2291,1531943821,220983614,NED,20.109998703,7.2085943222
2018/07/18/15:57:01.249478,2292,1531943821,246834843,NED,20.109998703,11.4126625061
2018/07/18/15:57:01.315299,2293,1531943821,313662329,NED,21.5399990082,11.4126625061
2018/07/18/15:57:01.356564,2294,1531943821,356048680,NED,21.5399990082,11.4126625061
2018/07/18/15:57:01.408311,2295,1531943821,407699299,NED,20.5,11.4126625061
2018/07/18/15:57:01.456766,2296,1531943821,456223749,NED,20.5,11.4126625061
2018/07/18/15:57:01.515736,2297,1531943821,515182884,NED,19.2600002289,11.4126625061
2018/07/18/15:57:01.553091,2298,1531943821,551840603,NED,19.2600002289,11.4126625061
2018/07/18/15:57:01.592844,2299,1531943821,592337313,NED,24.7600002289,11.4126625061
2018/07/18/15:57:01.647905,2300,1531943821,646491869,NED,24.7600002289,11.4126625061
2018/07/18/15:57:01.694728,2301,1531943821,694184169,NED,23.6599998474,17.1157150269
2018/07/18/15:57:01.710434,2302,1531943821,710089123,NED,23.6599998474,17.1157150269
2018/07/18/15:57:01.803547,2303,1531943821,802036102,NED,26.7399997711,17.1157150269
2018/07/18/15:57:01.816832,2304,1531943821,816363860,NED,26.7399997711,17.1157150269
2018/07/18/15:57:01.947421,2305,1531943821,946737719,NED,25.6999988556,17.1157150269
2018/07/18/15:57:01.986520,2306,1531943821,986098060,NED,24.7799987793,17.1157150269
2018/07/18/15:57:02.042726,2307,1531943822,42103890,NED,24.7799987793,17.1157150269
2018/07/18/15:57:02.071270,2308,1531943822,70902603,NED,24.7799987793,20.0679035187
2018/07/18/15:57:02.128958,2309,1531943822,128490493,NED,44.8799972534,20.0679035187
2018/07/18/15:57:02.180445,2310,1531943822,179962556,NED,44.8699989319,20.0679035187
2018/07/18/15:57:02.219699,2311,1531943822,219277362,NED,44.8699989319,20.0679035187
2018/07/18/15:57:02.270502,2312,1531943822,269995290,NED,44.8600006104,20.0679035187
2018/07/18/15:57:02.314687,2313,1531943822,314210835,NED,44.8499984741,20.0679035187
2018/07/18/15:57:02.340284,2314,1531943822,339981554,NED,44.8499984741,20.0679035187
2018/07/18/15:57:02.438000,2315,1531943822,437462163,NED,44.8400001526,28.2128791809
2018/07/18/15:57:02.525285,2316,1531943822,524511926,NED,44.8400001526,28.2128791809
2018/07/18/15:57:02.541967,2317,1531943822,541507298,NED,44.8400001526,28.2128791809
2018/07/18/15:57:02.604364,2318,1531943822,602326349,NED,44.8400001526,28.2128791809
2018/07/18/15:57:02.644269,2319,1531943822,643840551,NED,44.8400001526,28.2128791809
2018/07/18/15:57:02.691037,2320,1531943822,690468034,NED,44.8499984741,28.2128791809
2018/07/18/15:57:02.745645,2321,1531943822,744913628,NED,44.8499984741,28.2128791809
2018/07/18/15:57:02.788762,2322,1531943822,788355006,NED,44.8600006104,38.5554122925
2018/07/18/15:57:02.853377,2323,1531943822,852617438,NED,44.8600006104,38.5554122925
2018/07/18/15:57:02.900621,2324,1531943822,898903133,NED,44.8600006104,38.5554122925
2018/07/18/15:57:02.932291,2325,1531943822,931967009,NED,44.8699989319,38.5554122925
2018/07/18/15:57:03.011939,2326,1531943823,11655200,NED,44.8600006104,38.5554122925
2018/07/18/15:57:03.027064,2327,1531943823,25590003,NED,44.8600006104,38.5554122925
2018/07/18/15:57:03.161560,2328,1531943823,160989119,NED,44.8299980164,38.5554122925
2018/07/18/15:57:03.216594,2329,1531943823,216075506,NED,44.8199996948,40.705657959
2018/07/18/15:57:03.254906,2330,1531943823,254124697,NED,44.7899971008,40.705657959
2018/07/18/15:57:03.300762,2331,1531943823,300485464,NED,44.7700004578,40.705657959
2018/07/18/15:57:03.356692,2332,1531943823,356154116,NED,44.7399978638,40.705657959
2018/07/18/15:57:03.414712,2333,1531943823,414244914,NED,44.719997406,40.705657959
2018/07/18/15:57:03.483534,2334,1531943823,482221668,NED,44.7099990845,40.705657959
2018/07/18/15:57:03.530686,2335,1531943823,530375950,NED,44.7099990845,40.705657959
2018/07/18/15:57:03.541407,2336,1531943823,541103784,NED,44.7099990845,40.705657959
2018/07/18/15:57:03.596916,2337,1531943823,596233979,NED,44.7000007629,41.4833984375
2018/07/18/15:57:03.631009,2338,1531943823,627207674,NED,44.7000007629,41.4833984375
2018/07/18/15:57:03.722833,2339,1531943823,718272877,NED,44.719997406,41.4833984375
2018/07/18/15:57:03.744372,2340,1531943823,743938894,NED,44.719997406,41.4833984375
2018/07/18/15:57:03.813581,2341,1531943823,813225392,NED,44.75,41.4833984375
2018/07/18/15:57:03.836979,2342,1531943823,836213139,NED,44.7599983215,41.4833984375
2018/07/18/15:57:03.897766,2343,1531943823,896990175,NED,44.7799987793,41.4833984375
2018/07/18/15:57:04.003261,2344,1531943824,2367136,NED,44.8299980164,41.4833984375
2018/07/18/15:57:04.059146,2345,1531943824,58560935,NED,44.8499984741,44.6786346436
2018/07/18/15:57:04.095980,2346,1531943824,95428285,NED,44.8600006104,44.6786346436
2018/07/18/15:57:04.137233,2347,1531943824,136819387,NED,44.8600006104,44.6786346436
2018/07/18/15:57:04.207588,2348,1531943824,206421723,NED,44.8799972534,44.6786346436
2018/07/18/15:57:04.248236,2349,1531943824,245606773,NED,44.8799972534,44.6786346436
2018/07/18/15:57:04.288987,2350,1531943824,286808406,NED,44.8799972534,44.6786346436
2018/07/18/15:57:04.369824,2351,1531943824,368747421,NED,44.8799972534,44.6786346436
2018/07/18/15:57:04.411237,2352,1531943824,410413111,NED,44.6100006104,44.6786346436
2018/07/18/15:57:04.481591,2353,1531943824,480921708,NED,43.8099975586,44.6786346436
2018/07/18/15:57:04.511287,2354,1531943824,510823545,NED,43.8099975586,45.8786659241
2018/07/18/15:57:04.539532,2355,1531943824,539098042,NED,43.8099975586,45.8786659241
2018/07/18/15:57:04.603836,2356,1531943824,603176607,NED,42.8299980164,45.8786659241
2018/07/18/15:57:04.637704,2357,1531943824,636958811,NED,42.8299980164,45.8786659241
2018/07/18/15:57:04.700129,2358,1531943824,693909720,NED,41.5499992371,45.8786659241
2018/07/18/15:57:04.740397,2359,1531943824,739955965,NED,41.5499992371,45.8786659241
2018/07/18/15:57:04.805144,2360,1531943824,804542843,NED,40.0999984741,45.8786659241
2018/07/18/15:57:04.872044,2361,1531943824,866740759,NED,40.0999984741,45.8786659241
2018/07/18/15:57:04.903554,2362,1531943824,903195763,NED,38.3099975586,45.8786659241
2018/07/18/15:57:04.935701,2363,1531943824,934943720,NED,38.2999992371,47.9599952698
2018/07/18/15:57:05.042454,2364,1531943825,41822747,NED,36.2599983215,47.9599952698
2018/07/18/15:57:05.073634,2365,1531943825,73312245,NED,33.8800010681,47.9599952698
2018/07/18/15:57:05.143036,2366,1531943825,140446133,NED,33.8699989319,47.9599952698
2018/07/18/15:57:05.215933,2367,1531943825,213784841,NED,31.3499984741,47.9599952698
2018/07/18/15:57:05.242088,2368,1531943825,238846578,NED,31.3499984741,47.9599952698
2018/07/18/15:57:05.296925,2369,1531943825,296208492,NED,28.7099990845,47.9599952698
2018/07/18/15:57:05.327833,2370,1531943825,327234380,NED,28.7099990845,47.9599952698
2018/07/18/15:57:05.404122,2371,1531943825,403318621,NED,25.4799995422,44.3592987061
2018/07/18/15:57:05.416987,2372,1531943825,416443962,NED,25.4799995422,44.3592987061
2018/07/18/15:57:05.527995,2373,1531943825,527051360,NED,21.8699989319,44.3592987061
2018/07/18/15:57:05.587834,2374,1531943825,587051609,NED,17.9899997711,44.3592987061
2018/07/18/15:57:05.615699,2375,1531943825,615280956,NED,17.9899997711,44.3592987061
2018/07/18/15:57:05.695487,2376,1531943825,694450663,NED,13.8800001144,44.3592987061
2018/07/18/15:57:05.730976,2377,1531943825,729828209,NED,13.8699998856,37.9775238037
2018/07/18/15:57:05.787625,2378,1531943825,782473701,NED,10.0100002289,37.9775238037
2018/07/18/15:57:05.844864,2379,1531943825,844086569,NED,9.98999977112,37.9775238037
2018/07/18/15:57:05.871568,2380,1531943825,869172147,NED,9.98999977112,37.9775238037
2018/07/18/15:57:05.919009,2381,1531943825,918528815,NED,6.10999965668,37.9775238037
2018/07/18/15:57:05.935025,2382,1531943825,934543625,NED,6.10999965668,37.9775238037
2018/07/18/15:57:06.048469,2383,1531943826,47931886,NED,2.37999987602,32.1356658936
2018/07/18/15:57:06.113462,2384,1531943826,111991446,NED,-0.810000002384,32.1356658936
2018/07/18/15:57:06.142253,2385,1531943826,141633863,NED,-0.810000002384,32.1356658936
2018/07/18/15:57:06.207568,2386,1531943826,206964096,NED,-3.6099998951,32.1356658936
2018/07/18/15:57:06.275142,2387,1531943826,274451550,NED,-5.90000009537,32.1356658936
2018/07/18/15:57:06.319977,2388,1531943826,316388023,NED,-5.90000009537,32.1356658936
2018/07/18/15:57:06.388573,2389,1531943826,388018498,NED,-7.69999980927,32.1356658936
2018/07/18/15:57:06.413314,2390,1531943826,412795888,NED,-7.69999980927,32.1356658936
2018/07/18/15:57:06.437464,2391,1531943826,437090499,NED,-7.69999980927,17.5694408417
2018/07/18/15:57:06.490432,2392,1531943826,489926806,NED,-9.22000026703,17.5694408417
2018/07/18/15:57:06.543730,2393,1531943826,543036294,NED,-9.22000026703,17.5694408417
2018/07/18/15:57:06.596227,2394,1531943826,595622972,NED,-10.2699995041,17.5694408417
2018/07/18/15:57:06.674348,2395,1531943826,673788022,NED,-11.1799993515,17.5694408417
2018/07/18/15:57:06.767231,2396,1531943826,766722777,NED,-11.1799993515,17.5694408417
2018/07/18/15:57:06.798830,2397,1531943826,798277523,NED,-11.9099998474,17.5694408417
