%time,field.header.seq,field.header.stamp,field.header.frame_id,field.commanded,field.measured
1531943812624719771,2125,1531943812615063958,NED,-44.0,74.4174423218
1531943812649960890,2126,1531943812649306306,NED,-44.0,74.4174423218
1531943812687948182,2127,1531943812686986914,NED,-44.0,74.4174423218
1531943812778218905,2128,1531943812776934697,NED,-44.0,74.4174423218
1531943812826948972,2129,1531943812825961561,NED,-44.0,64.9984054565
1531943812839814184,2130,1531943812839411310,NED,-44.0,64.9984054565
1531943812893888824,2131,1531943812892817606,NED,-44.0,64.9984054565
1531943812940027052,2132,1531943812939055449,NED,-44.0,64.9984054565
1531943813012008728,2133,1531943812996241441,NED,-44.0,64.9984054565
1531943813060152309,2134,1531943813059233792,NED,-44.0,64.9984054565
1531943813098880073,2135,1531943813098204209,NED,-44.0,64.9984054565
1531943813140741397,2136,1531943813140351738,NED,-44.0,64.9984054565
1531943813208671158,2137,1531943813205944889,NED,-44.0,64.9984054565
1531943813313816286,2138,1531943813312539214,NED,-44.0,64.9984054565
1531943813380293970,2139,1531943813374716153,NED,-44.0,47.1687088013
1531943813421013804,2140,1531943813412762741,NED,-44.0,47.1687088013
1531943813445890512,2141,1531943813441532360,NED,-44.0,47.1687088013
1531943813511700588,2142,1531943813511124756,NED,-44.0,47.1687088013
1531943813547672707,2143,1531943813547049419,NED,-44.0,47.1687088013
1531943813593975607,2144,1531943813592558601,NED,-44.0,47.1687088013
1531943813667686447,2145,1531943813666746683,NED,-44.0,47.1687088013
1531943813698477544,2146,1531943813697843760,NED,-44.0,34.2489929199
1531943813818220727,2147,1531943813813497651,NED,-44.0,34.2489929199
1531943813868445369,2148,1531943813867954111,NED,-44.0,34.2489929199
1531943813940934944,2149,1531943813937024081,NED,-44.0,34.2489929199
1531943813953204740,2150,1531943813952394958,NED,-44.0,34.2489929199
1531943813999670070,2151,1531943813998324135,NED,-44.0,34.2489929199
1531943814038083823,2152,1531943814037090779,NED,-44.0,20.5177364349
1531943814115814645,2153,1531943814112766748,NED,-44.0,20.5177364349
1531943814144517737,2154,1531943814143718163,NED,-44.0,20.5177364349
1531943814215928384,2155,1531943814214591729,NED,-44.0,20.5177364349
1531943814239542997,2156,1531943814238773406,NED,-44.0,20.5177364349
1531943814294110401,2157,1531943814293258348,NED,-44.0,20.5177364349
1531943814344371876,2158,1531943814343386416,NED,-44.0,7.11999130249
1531943814393653523,2159,1531943814392734239,NED,-44.0,7.11999130249
1531943814464030103,2160,1531943814462598249,NED,-44.0,7.11999130249
1531943814493879900,2161,1531943814493302148,NED,-44.0,7.11999130249
1531943814557225817,2162,1531943814556600577,NED,-44.0,7.11999130249
1531943814595671698,2163,1531943814594976059,NED,-44.0,7.11999130249
1531943814638717712,2164,1531943814638077848,NED,-44.0,7.11999130249
1531943814716313112,2165,1531943814715242790,NED,-44.0,7.11999130249
1531943814758772734,2166,1531943814758363459,NED,-44.0,-10.6811885834
1531943814818069294,2167,1531943814814192640,NED,-44.0,-10.6811885834
1531943814850177591,2168,1531943814847504025,NED,-44.0,-10.6811885834
1531943814896055218,2169,1531943814894221513,NED,-44.0,-10.6811885834
1531943814957628453,2170,1531943814956893646,NED,-44.0,-10.6811885834
1531943814991192380,2171,1531943814990423045,NED,-44.0,-10.6811885834
1531943815051863644,2172,1531943815044661911,NED,-44.0,-10.6811885834
1531943815099206949,2173,1531943815097415355,NED,-44.0,-23.2717208862
1531943815145132928,2174,1531943815141248593,NED,-44.0,-23.2717208862
1531943815192570344,2175,1531943815191937072,NED,-44.0,-23.2717208862
1531943815257077560,2176,1531943815256546558,NED,-44.0,-23.2717208862
1531943815311694885,2177,1531943815310733297,NED,-44.0,-23.2717208862
1531943815362391235,2178,1531943815361496815,NED,-44.0,-23.2717208862
1531943815391289238,2179,1531943815390656574,NED,-44.0,-23.2717208862
1531943815440744580,2180,1531943815440035693,NED,-44.0,-23.2717208862
1531943815490320209,2181,1531943815489085184,NED,-44.0,-23.2717208862
1531943815545216666,2182,1531943815540578645,NED,-44.0,-40.8932800293
1531943815630651649,2183,1531943815625966589,NED,-44.0,-40.8932800293
1531943815650420135,2184,1531943815649454996,NED,-44.0,-40.8932800293
1531943815696310819,2185,1531943815694341884,NED,-44.0,-40.8932800293
1531943815751716614,2186,1531943815751218700,NED,-44.0,-40.8932800293
1531943815838922935,2187,1531943815838006242,NED,-44.0,-40.8932800293
1531943815892481169,2188,1531943815890815014,NED,-44.0,-40.8932800293
1531943815969237766,2189,1531943815968728844,NED,-44.0,-49.2558746338
1531943815997296643,2190,1531943815996642635,NED,-44.0,-49.2558746338
1531943816044888842,2191,1531943816037051405,NED,-44.0,-49.2558746338
1531943816097837902,2192,1531943816097302677,NED,-44.0,-49.2558746338
1531943816149221445,2193,1531943816148773419,NED,-44.0,-49.2558746338
1531943816200883609,2194,1531943816199672777,NED,-44.0,-51.4210205078
1531943816242802120,2195,1531943816241291579,NED,-44.0,-51.4210205078
1531943816342760539,2196,1531943816341657960,NED,-44.0,-51.4210205078
1531943816414299732,2197,1531943816411324025,NED,-44.0,-51.4210205078
1531943816437278802,2198,1531943816435822852,NED,-44.0,-51.4210205078
1531943816495752688,2199,1531943816495085624,NED,-44.0,-51.4210205078
1531943816549830149,2200,1531943816547869726,NED,-44.0,-51.4210205078
1531943816598252770,2201,1531943816597724649,NED,-44.0,-53.8649635315
1531943816642229783,2202,1531943816637699024,NED,-44.0,-53.8649635315
1531943816692429181,2203,1531943816691508841,NED,-44.0,-53.8649635315
1531943816750471745,2204,1531943816749501549,NED,-44.0,-53.8649635315
1531943816774978667,2205,1531943816772915845,NED,-44.0,-53.8649635315
1531943816812316788,2206,1531943816811418655,NED,-44.0,-53.8649635315
1531943816857416379,2207,1531943816856591941,NED,-44.0,-53.8649635315
1531943816896379727,2208,1531943816895678744,NED,-44.0,-53.8649635315
1531943816984275898,2209,1531943816982885163,NED,-44.0,-51.6772994995
1531943817013298028,2210,1531943817012122426,NED,-44.0,-51.6772994995
1531943817048607535,2211,1531943817047498717,NED,-44.0,-51.6772994995
1531943817089866247,2212,1531943817089381357,NED,-44.0,-51.6772994995
1531943817148046282,2213,1531943817147046871,NED,-44.0,-51.6772994995
1531943817211774824,2214,1531943817211124592,NED,-44.0,-51.6772994995
1531943817251229591,2215,1531943817249864104,NED,-44.0,-51.6772994995
1531943817322338359,2216,1531943817317315862,NED,-44.0,-51.6772994995
1531943817372457856,2217,1531943817367711452,NED,-44.0,-51.6772994995
1531943817394020368,2218,1531943817393096796,NED,-44.0,-51.6772994995
1531943817447434672,2219,1531943817441906325,NED,-44.0,-51.6772994995
1531943817492728853,2220,1531943817489534493,NED,-44.0,-48.6635704041
1531943817552153993,2221,1531943817551024759,NED,-44.0,-48.6635704041
1531943817626838716,2222,1531943817624547417,NED,-44.0,-48.6635704041
1531943817639516636,2223,1531943817638928932,NED,-44.0,-48.6635704041
1531943817674535331,2224,1531943817674054153,NED,-44.0,-48.6635704041
1531943817719023635,2225,1531943817718304060,NED,-44.0,-48.6635704041
1531943817816292394,2226,1531943817815560179,NED,-44.0,-48.6635704041
1531943817893940888,2227,1531943817893280480,NED,-44.0,-49.4110641479
1531943817933800642,2228,1531943817932887405,NED,-44.0,-49.4110641479
1531943817976901731,2229,1531943817976179948,NED,-44.0,-49.4110641479
1531943818013671604,2230,1531943818012970429,NED,-44.0,-49.4110641479
1531943818068627361,2231,1531943818068045000,NED,-44.0,-49.4110641479
1531943818130670869,2232,1531943818119868797,NED,-44.0,-49.4110641479
1531943818148032027,2233,1531943818147213029,NED,-44.0,-49.4110641479
1531943818195840738,2234,1531943818191605079,NED,-44.0,-49.4110641479
1531943818234254783,2235,1531943818232919600,NED,-44.0,-49.4110641479
1531943818355213167,2236,1531943818353227080,NED,-44.0,-49.4110641479
1531943818394230853,2237,1531943818392304829,NED,-44.0,-45.8726882935
1531943818451453909,2238,1531943818450479618,NED,-44.0,-45.8726882935
1531943818511659425,2239,1531943818510507823,NED,-44.0,-45.8726882935
1531943818563899536,2240,1531943818563408150,NED,-44.0,-45.8726882935
1531943818589299153,2241,1531943818588523962,NED,-44.0,-45.8726882935
1531943818662462265,2242,1531943818661595076,NED,-44.0,-45.8726882935
1531943818705566779,2243,1531943818704900004,NED,-44.0,-45.8726882935
1531943818751222333,2244,1531943818750540870,NED,-44.0,-42.9850196838
1531943818864245809,2245,1531943818861594194,NED,-44.0,-42.9850196838
1531943818915972391,2246,1531943818914121438,NED,-44.0,-42.9850196838
1531943818955180922,2247,1531943818954543714,NED,-44.0,-42.9850196838
1531943818978827217,2248,1531943818977781150,NED,-44.0,-42.9850196838
1531943819038989213,2249,1531943819035106990,NED,-44.0,-42.9850196838
1531943819098776527,2250,1531943819096005106,NED,-44.0,-42.9850196838
1531943819138378303,2251,1531943819137696295,NED,-44.0,-42.9850196838
1531943819171852347,2252,1531943819171145636,NED,-44.0,-42.9850196838
1531943819222605022,2253,1531943819221632906,NED,-44.0,-42.9850196838
1531943819269761935,2254,1531943819268750715,NED,-44.0,-42.9850196838
1531943819288798400,2255,1531943819288382821,NED,-44.0,-43.7151527405
1531943819360099522,2256,1531943819358500918,NED,-44.0,-43.7151527405
1531943819407924906,2257,1531943819407320913,NED,-42.0,-43.7151527405
1531943819449231204,2258,1531943819448081234,NED,-42.0,-43.7151527405
1531943819476531917,2259,1531943819475042336,NED,-42.0,-43.7151527405
1531943819513642204,2260,1531943819513093347,NED,-42.0,-43.7151527405
1531943819571784994,2261,1531943819571030092,NED,-41.0,-43.7151527405
1531943819670971654,2262,1531943819669551704,NED,-41.0,-43.7151527405
1531943819707884343,2263,1531943819707125345,NED,-41.0,-43.2242431641
1531943819784696340,2264,1531943819783908350,NED,-41.0,-43.2242431641
1531943819810703566,2265,1531943819810273203,NED,-41.0,-43.2242431641
1531943819882278604,2266,1531943819880979900,NED,-40.0,-43.2242431641
1531943819939526302,2267,1531943819938846182,NED,-40.0,-43.2242431641
1531943819983265625,2268,1531943819981889098,NED,-40.0,-43.2242431641
1531943820053864389,2269,1531943820053328876,NED,-40.0,-43.2242431641
1531943820076874725,2270,1531943820076257837,NED,-40.0,-43.2242431641
1531943820118025250,2271,1531943820117535336,NED,-39.0,-42.041267395
1531943820142430673,2272,1531943820141463709,NED,-39.0,-42.041267395
1531943820216038072,2273,1531943820215061188,NED,-39.0,-42.041267395
1531943820242064850,2274,1531943820240407367,NED,-39.0,-42.041267395
1531943820301576169,2275,1531943820300216826,NED,-35.0,-42.041267395
1531943820341604149,2276,1531943820339681421,NED,-35.0,-42.041267395
1531943820397434234,2277,1531943820395784559,NED,-35.0,-42.041267395
1531943820451701587,2278,1531943820441578386,NED,-35.0,-42.041267395
1531943820488140747,2279,1531943820487609554,NED,-35.0,-42.4046897888
1531943820536561517,2280,1531943820535925141,NED,-35.0,-42.4046897888
1531943820593444997,2281,1531943820590136623,NED,-33.0,-42.4046897888
1531943820628497679,2282,1531943820627782711,NED,-33.0,-42.4046897888
1531943820762689567,2283,1531943820760882262,NED,-33.0,-42.4046897888
1531943820807533006,2284,1531943820806402716,NED,-33.0,-41.6055450439
1531943820876757868,2285,1531943820875526555,NED,-32.0,-41.6055450439
1531943820967650331,2286,1531943820966593768,NED,-32.0,-41.6055450439
1531943821005149189,2287,1531943821004435022,NED,-32.0,-41.6055450439
1531943821053865221,2288,1531943821053299340,NED,-32.0,-41.6055450439
1531943821091410512,2289,1531943821089592711,NED,-32.0,-41.6055450439
1531943821135953284,2290,1531943821135066095,NED,-32.0,-41.6055450439
1531943821221762996,2291,1531943821220989278,NED,-26.0,-41.6055450439
1531943821250610732,2292,1531943821246839643,NED,-26.0,-38.2407112122
1531943821315428003,2293,1531943821313667225,NED,-24.0,-38.2407112122
1531943821356720095,2294,1531943821356052968,NED,-24.0,-38.2407112122
1531943821408440793,2295,1531943821407704515,NED,-24.0,-38.2407112122
1531943821456864317,2296,1531943821456227397,NED,-24.0,-38.2407112122
1531943821515803581,2297,1531943821515186372,NED,-24.0,-38.2407112122
1531943821553248713,2298,1531943821551844667,NED,-24.0,-38.2407112122
1531943821592967225,2299,1531943821592340385,NED,-17.0,-38.2407112122
1531943821648217447,2300,1531943821646495261,NED,-17.0,-38.2407112122
1531943821694754850,2301,1531943821694187657,NED,-17.0,-35.6404762268
1531943821710666267,2302,1531943821710092451,NED,-17.0,-35.6404762268
1531943821807698208,2303,1531943821802041734,NED,-13.0,-35.6404762268
1531943821816953356,2304,1531943821816368723,NED,-13.0,-35.6404762268
1531943821947605133,2305,1531943821946744631,NED,-13.0,-35.6404762268
1531943821986932642,2306,1531943821986102412,NED,-13.0,-35.6404762268
1531943822043230884,2307,1531943822042110258,NED,-13.0,-35.6404762268
1531943822073799655,2308,1531943822070905995,NED,45.0,-32.0906486511
1531943822129086070,2309,1531943822128494845,NED,45.0,-32.0906486511
1531943822180492757,2310,1531943822179972316,NED,45.0,-32.0906486511
1531943822219906282,2311,1531943822219281650,NED,45.0,-32.0906486511
1531943822270752944,2312,1531943822269999450,NED,45.0,-32.0906486511
1531943822314721612,2313,1531943822314214835,NED,45.0,-32.0906486511
1531943822340372429,2314,1531943822339984882,NED,45.0,-32.0906486511
1531943822438057996,2315,1531943822437467987,NED,45.0,-26.545135498
1531943822527214197,2316,1531943822524516950,NED,45.0,-26.545135498
1531943822543162542,2317,1531943822541510946,NED,45.0,-26.545135498
1531943822604879821,2318,1531943822602330893,NED,45.0,-26.545135498
1531943822644763260,2319,1531943822643844775,NED,45.0,-26.545135498
1531943822691541973,2320,1531943822690471778,NED,45.0,-26.545135498
1531943822745724242,2321,1531943822744917404,NED,45.0,-26.545135498
1531943822788815801,2322,1531943822788359550,NED,45.0,-19.4810161591
1531943822853453107,2323,1531943822852623294,NED,45.0,-19.4810161591
1531943822902224979,2324,1531943822898907101,NED,45.0,-19.4810161591
1531943822932325276,2325,1531943822931970017,NED,45.0,-19.4810161591
1531943823015143477,2326,1531943823011658816,NED,45.0,-19.4810161591
1531943823027525627,2327,1531943823025594131,NED,45.0,-19.4810161591
1531943823161600791,2328,1531943823160994719,NED,45.0,-19.4810161591
1531943823216644299,2329,1531943823216080274,NED,46.0,-9.77401733398
1531943823255162060,2330,1531943823254128793,NED,46.0,-9.77401733398
1531943823300864116,2331,1531943823300488952,NED,48.0,-9.77401733398
1531943823358385224,2332,1531943823356158084,NED,48.0,-9.77401733398
1531943823415423651,2333,1531943823414249234,NED,51.0,-9.77401733398
1531943823483618995,2334,1531943823482226212,NED,53.0,-9.77401733398
1531943823530813544,2335,1531943823530379118,NED,53.0,-9.77401733398
1531943823543395020,2336,1531943823541107944,NED,53.0,-9.77401733398
1531943823597118512,2337,1531943823596237243,NED,55.0,1.6039134264
1531943823631107977,2338,1531943823627211226,NED,55.0,1.6039134264
1531943823722874388,2339,1531943823718277037,NED,58.0,1.6039134264
1531943823744422184,2340,1531943823743943214,NED,58.0,1.6039134264
1531943823813733098,2341,1531943823813229712,NED,60.0,1.6039134264
1531943823837019369,2342,1531943823836218002,NED,60.0,1.6039134264
1531943823897820628,2343,1531943823896994303,NED,62.0,1.6039134264
1531943824003435923,2344,1531943824002371744,NED,64.0,1.6039134264
1531943824061979420,2345,1531943824058565479,NED,64.0,15.3040943146
1531943824096022230,2346,1531943824095432317,NED,66.0,15.3040943146
1531943824137298230,2347,1531943824136823163,NED,66.0,15.3040943146
1531943824207644780,2348,1531943824206425307,NED,68.0,15.3040943146
1531943824248326995,2349,1531943824245611797,NED,68.0,15.3040943146
1531943824289391830,2350,1531943824286813110,NED,70.0,15.3040943146
1531943824369876143,2351,1531943824368751485,NED,70.0,15.3040943146
1531943824411308044,2352,1531943824410416983,NED,72.0,15.3040943146
1531943824481665347,2353,1531943824480926732,NED,73.0,15.3040943146
1531943824511321907,2354,1531943824510827065,NED,73.0,28.7482757568
1531943824539569236,2355,1531943824539100986,NED,73.0,28.7482757568
1531943824603916469,2356,1531943824603180671,NED,75.0,28.7482757568
1531943824637792817,2357,1531943824636962683,NED,75.0,28.7482757568
1531943824700167691,2358,1531943824693913912,NED,76.0,28.7482757568
1531943824740433271,2359,1531943824739960029,NED,76.0,28.7482757568
1531943824805164755,2360,1531943824804547067,NED,78.0,28.7482757568
1531943824872156116,2361,1531943824866746327,NED,78.0,28.7482757568
1531943824903648493,2362,1531943824903201522,NED,79.0,28.7482757568
1531943824935783710,2363,1531943824934995688,NED,79.0,43.5558357239
1531943825042545586,2364,1531943825041827835,NED,80.0,43.5558357239
1531943825073852846,2365,1531943825073316085,NED,81.0,43.5558357239
1531943825143195251,2366,1531943825140450101,NED,81.0,43.5558357239
1531943825215998605,2367,1531943825213788361,NED,82.0,43.5558357239
1531943825242121674,2368,1531943825238851346,NED,82.0,43.5558357239
1531943825297057761,2369,1531943825296213228,NED,83.0,43.5558357239
1531943825328143648,2370,1531943825327238027,NED,83.0,43.5558357239
1531943825404503438,2371,1531943825403323421,NED,84.0,56.9968299866
1531943825417516109,2372,1531943825416448666,NED,84.0,56.9968299866
1531943825528092788,2373,1531943825527057184,NED,84.0,56.9968299866
1531943825587946958,2374,1531943825587058489,NED,85.0,56.9968299866
1531943825618368373,2375,1531943825615286043,NED,85.0,56.9968299866
1531943825695611289,2376,1531943825694458343,NED,85.0,56.9968299866
1531943825731034434,2377,1531943825729831921,NED,85.0,67.7455291748
1531943825787762723,2378,1531943825782479397,NED,86.0,67.7455291748
1531943825845213531,2379,1531943825844093097,NED,86.0,67.7455291748
1531943825871686484,2380,1531943825869176883,NED,86.0,67.7455291748
1531943825919146728,2381,1531943825918534063,NED,86.0,67.7455291748
1531943825936742350,2382,1531943825934547433,NED,86.0,67.7455291748
1531943826053236780,2383,1531943826047937774,NED,86.0,73.7031784058
1531943826113510755,2384,1531943826111996662,NED,86.0,73.7031784058
1531943826142626875,2385,1531943826141637127,NED,86.0,73.7031784058
1531943826207621848,2386,1531943826206969760,NED,86.0,73.7031784058
1531943826275241748,2387,1531943826274456446,NED,86.0,73.7031784058
1531943826320458149,2388,1531943826316393463,NED,86.0,73.7031784058
1531943826389538255,2389,1531943826388024930,NED,86.0,73.7031784058
1531943826413411752,2390,1531943826412800080,NED,86.0,73.7031784058
1531943826440922068,2391,1531943826437093795,NED,86.0,80.069732666
1531943826490676237,2392,1531943826489932118,NED,86.0,80.069732666
1531943826543817724,2393,1531943826543040838,NED,86.0,80.069732666
1531943826598860052,2394,1531943826595629052,NED,86.0,80.069732666
1531943826674400686,2395,1531943826673793974,NED,86.0,80.069732666
1531943826767600014,2396,1531943826766728569,NED,86.0,80.069732666
1531943826798874891,2397,1531943826798282771,NED,86.0,80.069732666
1531943826880440763,2398,1531943826879532358,NED,85.0,84.0024414062
1531943826982869993,2399,1531943826976952914,NED,85.0,84.0024414062
1531943826999727737,2400,1531943826996487937,NED,85.0,84.0024414062
1531943827037454439,2401,1531943827031589232,NED,85.0,84.0024414062
1531943827088691247,2402,1531943827087833658,NED,85.0,84.0024414062
1531943827184621808,2403,1531943827181357048,NED,85.0,84.0024414062
1531943827211834528,2404,1531943827207508694,NED,85.0,84.0024414062
1531943827239116176,2405,1531943827238624854,NED,85.0,85.1293640137
1531943827292654076,2406,1531943827288297905,NED,85.0,85.1293640137
1531943827346210151,2407,1531943827344014018,NED,85.0,85.1293640137
1531943827426851236,2408,1531943827426237164,NED,85.0,85.1293640137
1531943827449873064,2409,1531943827449168977,NED,85.0,85.1293640137
1531943827475261231,2410,1531943827474666391,NED,85.0,85.1293640137
1531943827566446570,2411,1531943827565620853,NED,85.0,85.1293640137
1531943827597285070,2412,1531943827596319610,NED,85.0,85.1293640137
1531943827616409282,2413,1531943827611160355,NED,85.0,85.1293640137
1531943827690953067,2414,1531943827690180372,NED,85.0,85.1293640137
1531943827748133481,2415,1531943827747608048,NED,85.0,83.7728652954
1531943827799035222,2416,1531943827798239871,NED,85.0,83.7728652954
1531943827823179180,2417,1531943827822700242,NED,85.0,83.7728652954
1531943827857732130,2418,1531943827854579944,NED,85.0,83.7728652954
1531943827888733699,2419,1531943827887991468,NED,85.0,83.7728652954
1531943827967935218,2420,1531943827962254648,NED,85.0,83.7728652954
1531943827993900818,2421,1531943827991795628,NED,85.0,83.7728652954
1531943828031489571,2422,1531943828030625486,NED,85.0,83.7728652954
1531943828091099461,2423,1531943828090321423,NED,85.0,83.7728652954
1531943828176196141,2424,1531943828175507862,NED,85.0,81.453704834
1531943828238281073,2425,1531943828237584569,NED,85.0,81.453704834
1531943828326959725,2426,1531943828318750226,NED,85.0,81.453704834
1531943828361302598,2427,1531943828360450705,NED,85.0,81.453704834
1531943828401656533,2428,1531943828400342086,NED,85.0,81.453704834
1531943828459100594,2429,1531943828458457210,NED,85.0,81.453704834
1531943828490135700,2430,1531943828489424221,NED,85.0,81.453704834
1531943828547527089,2431,1531943828546610685,NED,85.0,81.453704834
1531943828613107658,2432,1531943828610244429,NED,85.0,79.7645797729
1531943828688671592,2433,1531943828687829650,NED,85.0,79.7645797729
1531943828785212995,2434,1531943828783777429,NED,86.0,79.7645797729
1531943828832105954,2435,1531943828824587710,NED,86.0,79.7645797729
1531943828895542613,2436,1531943828891102411,NED,86.0,79.7645797729
1531943828912316614,2437,1531943828911544656,NED,86.0,77.840713501
1531943828991575190,2438,1531943828990934430,NED,86.0,77.840713501
1531943829014725305,2439,1531943829014099585,NED,86.0,77.840713501
1531943829059054009,2440,1531943829056429113,NED,86.0,77.840713501
1531943829095054335,2441,1531943829092546109,NED,86.0,77.840713501
1531943829147758647,2442,1531943829139320927,NED,86.0,77.840713501
1531943829197297750,2443,1531943829196520416,NED,86.0,77.840713501
1531943829259178398,2444,1531943829258572422,NED,86.0,77.840713501
1531943829290145442,2445,1531943829289227789,NED,87.0,77.840713501
1531943829350934743,2446,1531943829350164672,NED,87.0,75.2184143066
1531943829401407787,2447,1531943829395556179,NED,87.0,75.2184143066
1531943829447625683,2448,1531943829445139729,NED,87.0,75.2184143066
1531943829493039333,2449,1531943829492221903,NED,87.0,75.2184143066
1531943829539783239,2450,1531943829538300889,NED,87.0,75.2184143066
1531943829561483292,2451,1531943829560826116,NED,87.0,75.2184143066
1531943829614173973,2452,1531943829613576636,NED,87.0,75.2184143066
1531943829635875082,2453,1531943829635001237,NED,87.0,75.2184143066
1531943829692815694,2454,1531943829692350804,NED,88.0,75.2184143066
1531943829742823272,2455,1531943829741823508,NED,88.0,75.2184143066
1531943829806072767,2456,1531943829801114876,NED,88.0,75.7879180908
1531943829845187774,2457,1531943829840846868,NED,88.0,75.7879180908
1531943829937784365,2458,1531943829936878488,NED,88.0,75.7879180908
1531943829968580370,2459,1531943829964660066,NED,88.0,75.7879180908
1531943829989911372,2460,1531943829989213493,NED,88.0,75.7879180908
1531943830043548666,2461,1531943830043041664,NED,88.0,75.7879180908
1531943830095778650,2462,1531943830095048739,NED,89.0,75.7879180908
1531943830146932519,2463,1531943830146393261,NED,89.0,75.7879180908
1531943830205961075,2464,1531943830202734171,NED,89.0,75.7879180908
1531943830225979934,2465,1531943830225503971,NED,89.0,80.3198699951
1531943830253783529,2466,1531943830253079409,NED,89.0,80.3198699951
1531943830297617615,2467,1531943830294620468,NED,89.0,80.3198699951
1531943830340382179,2468,1531943830339974632,NED,89.0,80.3198699951
1531943830411085856,2469,1531943830409966030,NED,89.0,80.3198699951
1531943830484174944,2470,1531943830476583517,NED,89.0,80.3198699951
1531943830515821916,2471,1531943830514611659,NED,89.0,80.3198699951
1531943830554571073,2472,1531943830551482503,NED,89.0,80.3198699951
1531943830615817938,2473,1531943830614995036,NED,89.0,80.3198699951
1531943830637120077,2474,1531943830635913564,NED,89.0,80.3198699951
1531943830728008659,2475,1531943830725806190,NED,90.0,87.7654647827
1531943830748292730,2476,1531943830747482116,NED,90.0,87.7654647827
1531943830799934913,2477,1531943830798814671,NED,90.0,87.7654647827
1531943830853281043,2478,1531943830852708922,NED,90.0,87.7654647827
1531943830893424039,2479,1531943830892565713,NED,90.0,87.7654647827
1531943830940624068,2480,1531943830938565309,NED,90.0,87.7654647827
1531943830998365632,2481,1531943830994615662,NED,90.0,87.7654647827
1531943831053675163,2482,1531943831050521730,NED,90.0,89.1686935425
1531943831082407772,2483,1531943831080191959,NED,90.0,89.1686935425
1531943831177024438,2484,1531943831176057505,NED,90.0,89.1686935425
1531943831241677182,2485,1531943831234596501,NED,90.0,89.1686935425
1531943831295845448,2486,1531943831294983058,NED,90.0,89.1686935425
1531943831315622454,2487,1531943831315208635,NED,90.0,89.1686935425
1531943831373364883,2488,1531943831372741723,NED,90.0,89.1686935425
1531943831404790354,2489,1531943831398899674,NED,90.0,89.1686935425
1531943831452597641,2490,1531943831450036937,NED,90.0,86.4145278931
1531943831522429267,2491,1531943831521469662,NED,90.0,86.4145278931
1531943831570658404,2492,1531943831566527479,NED,90.0,86.4145278931
1531943831643805797,2493,1531943831638785251,NED,90.0,86.4145278931
1531943831694944371,2494,1531943831692413586,NED,90.0,86.4145278931
1531943831774586949,2495,1531943831769653537,NED,90.0,86.4145278931
1531943831817545815,2496,1531943831816752961,NED,90.0,85.7574768066
1531943831867788368,2497,1531943831866548191,NED,90.0,85.7574768066
1531943831916528764,2498,1531943831916067201,NED,90.0,85.7574768066
1531943831946589644,2499,1531943831945508217,NED,90.0,85.7574768066
1531943832006480687,2500,1531943832001024818,NED,90.0,85.7574768066
1531943832045145943,2501,1531943832043840519,NED,90.0,85.7574768066
1531943832125869533,2502,1531943832125254917,NED,90.0,85.7574768066
1531943832167469665,2503,1531943832166887080,NED,90.0,88.9184112549
