%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1531943832335158881,1069,1531943832333398551,base_link,0,1,40.5928635,-79.8982968,359.882862223,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943832525738826,1070,1531943832524864981,base_link,0,1,40.5928634,-79.8982593,359.882900535,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943832795801320,1071,1531943832788958524,base_link,0,1,40.5928631,-79.8982019,359.962959243,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943833027314302,1072,1531943833024618302,base_link,0,1,40.5928628,-79.8981562,360.083006014,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943833256648210,1073,1531943833254346062,base_link,0,1,40.5928626,-79.8981101,360.233053155,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943833476572409,1074,1531943833475971393,base_link,0,1,40.5928622,-79.8980603,360.403104159,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943833730267493,1075,1531943833729329585,base_link,0,1,40.5928616,-79.8980111,360.473154638,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943833962486998,1076,1531943833961601537,base_link,0,1,40.5928613,-79.897961,360.513205916,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943834230237084,1077,1531943834229259496,base_link,0,1,40.5928614,-79.8979073,360.55326071,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943834476528967,1078,1531943834475835504,base_link,0,1,40.5928619,-79.8978575,360.573311361,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943834775781294,1079,1531943834774755579,base_link,0,1,40.5928622,-79.8977953,360.653374764,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943834952282667,1080,1531943834951241527,base_link,0,1,40.5928621,-79.8977582,360.703412699,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943835164251516,1081,1531943835162734254,base_link,0,1,40.5928616,-79.8977137,360.733458361,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943835424430373,1082,1531943835423653903,base_link,0,1,40.5928609,-79.8976644,360.793509012,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943835615532341,1083,1531943835614428674,base_link,0,1,40.5928602,-79.8976232,360.843551391,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943835877846788,1084,1531943835876865328,base_link,0,1,40.5928589,-79.8975655,360.71361088,0.47609999671,0.0,0.0,0.0,0.47609999671,0.0,0.0,0.0,1.90439998684,1
1531943836105880022,1085,1531943836105203070,base_link,0,1,40.5928578,-79.8975203,360.383657519,0.396899993992,0.0,0.0,0.0,0.396899993992,0.0,0.0,0.0,1.58759997597,1
1531943836372080220,1086,1531943836359879632,base_link,0,1,40.5928568,-79.8974707,360.023708617,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943836582753987,1087,1531943836581667696,base_link,0,1,40.5928565,-79.8974242,359.713756262,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943836823250593,1088,1531943836822401163,base_link,0,1,40.5928565,-79.8973695,359.423812169,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943837035550933,1089,1531943837033506637,base_link,0,1,40.5928567,-79.8973214,359.263861251,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943837313921133,1090,1531943837313241558,base_link,0,1,40.5928577,-79.8972644,359.173919106,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943837527120667,1091,1531943837525666220,base_link,0,1,40.5928588,-79.897217,359.20396711,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943837768770608,1092,1531943837767838107,base_link,0,1,40.5928603,-79.8971593,359.334025484,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943838015730309,1093,1531943838014799088,base_link,0,1,40.5928617,-79.8971109,359.534074395,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943838231480632,1094,1531943838230590434,base_link,0,1,40.5928631,-79.897059,359.754126889,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943838492846660,1095,1531943838491624883,base_link,0,1,40.5928646,-79.8970068,359.954179652,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943838756612115,1096,1531943838755160709,base_link,0,1,40.5928661,-79.8969462,360.084241012,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943839022491690,1097,1531943839020735839,base_link,0,1,40.592867,-79.8968913,360.204296795,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943839213845575,1098,1531943839212905427,base_link,0,1,40.5928671,-79.8968526,360.314336342,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943839457670893,1099,1531943839456229150,base_link,0,1,40.5928665,-79.8967966,360.484393878,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943839714110267,1100,1531943839712980008,base_link,0,1,40.5928654,-79.8967412,360.474451013,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943839957477254,1101,1531943839956618288,base_link,0,1,40.5928639,-79.8966894,360.474504634,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943840236269067,1102,1531943840234714718,base_link,0,1,40.5928613,-79.8966287,360.414567823,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943840485415798,1103,1531943840484424066,base_link,0,1,40.592858,-79.896582,360.314616979,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943840741108658,1104,1531943840740353435,base_link,0,1,40.5928519,-79.8965261,360.164676713,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943840971223010,1105,1531943840970311085,base_link,0,1,40.5928431,-79.8964703,360.054737468,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943841208264771,1106,1531943841207225904,base_link,0,1,40.5928336,-79.8964238,359.964788999,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943841447216398,1107,1531943841446059612,base_link,0,1,40.592821,-79.8963731,359.794846117,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943841662702771,1108,1531943841661513953,base_link,0,1,40.5928072,-79.896327,359.544899028,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943841926083161,1109,1531943841925082181,base_link,0,1,40.5927875,-79.896274,359.204961454,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943842194106891,1110,1531943842193154870,base_link,0,1,40.5927607,-79.89622,358.965027854,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943842453173962,1111,1531943842452264149,base_link,0,1,40.5927301,-79.8961731,358.835088568,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943842651489345,1112,1531943842650316400,base_link,0,1,40.5927067,-79.896142,358.665130124,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943842871200088,1113,1531943842870560096,base_link,0,1,40.5926769,-79.896107,358.355178336,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943843125469492,1114,1531943843123703529,base_link,0,1,40.5926415,-79.8960721,357.985228778,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943843375190761,1115,1531943843374178261,base_link,0,1,40.5925963,-79.8960385,357.625281968,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943843643902266,1116,1531943843642838759,base_link,0,1,40.5925515,-79.8960156,357.425324043,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943843874688882,1117,1531943843871808052,base_link,0,1,40.5925076,-79.8960021,357.485356124,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1
1531943844130440481,1118,1531943844128221916,base_link,0,1,40.5924631,-79.895995,357.675381906,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943844354375663,1119,1531943844351721231,base_link,0,1,40.5924193,-79.8959926,357.805402591,0.384400005913,0.0,0.0,0.0,0.384400005913,0.0,0.0,0.0,1.53760002365,1
1531943844593529576,1120,1531943844592109337,base_link,0,1,40.5923769,-79.8959943,357.9254185,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943844837197131,1121,1531943844836192055,base_link,0,1,40.5923389,-79.8959993,358.095429202,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943845056733039,1122,1531943845055442558,base_link,0,1,40.5922986,-79.8960079,358.455437179,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943845363084620,1123,1531943845362344181,base_link,0,1,40.5922534,-79.8960201,359.095443517,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943845575181964,1124,1531943845574375126,base_link,0,1,40.5922186,-79.8960298,359.635448088,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943845824487345,1125,1531943845822678375,base_link,0,1,40.5921785,-79.8960404,360.205453954,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943846074918186,1126,1531943846074136212,base_link,0,1,40.5921422,-79.8960492,360.625460085,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
1531943846329112699,1127,1531943846327647692,base_link,0,1,40.592103,-79.8960573,360.975468152,0.348099969053,0.0,0.0,0.0,0.348099969053,0.0,0.0,0.0,1.39239987621,1
