%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1531943817089936742,2212,1531943817089366926,NED,-20.1299991608,135.258392334,-135.858306885,64
1531943817148094730,2213,1531943817147030679,NED,-20.1299991608,135.258392334,-135.858306885,64
1531943817212528606,2214,1531943817211107056,NED,-20.4799995422,147.323226929,-134.81854248,65
1531943817251271990,2215,1531943817249847400,NED,-20.4799995422,147.323226929,-134.81854248,65
1531943817322472406,2216,1531943817317300791,NED,-20.7999992371,164.024642944,-133.804168701,65
1531943817374074188,2217,1531943817367696796,NED,-21.0900001526,184.148788452,-132.80670166,65
1531943817394060112,2218,1531943817393081628,NED,-21.0900001526,184.148788452,-132.80670166,65
1531943817447476399,2219,1531943817441891637,NED,-21.0900001526,184.148788452,-132.80670166,65
1531943817492839188,2220,1531943817489518814,NED,-21.3099994659,212.02192688,-131.826126099,66
1531943817552182440,2221,1531943817551003991,NED,-21.4799995422,238.676269531,-130.854019165,66
1531943817626860988,2222,1531943817624530713,NED,-21.4799995422,238.676269531,-130.854019165,66
1531943817639563484,2223,1531943817638915812,NED,-21.4799995422,238.676269531,-130.854019165,66
1531943817674592002,2224,1531943817674039817,NED,-21.5799999237,251.996520996,-129.881912231,67
1531943817719089522,2225,1531943817718288060,NED,-21.5799999237,251.996520996,-129.881912231,67
1531943817816326249,2226,1531943817815539923,NED,-21.6199989319,251.22756958,-128.918182373,67
1531943817894045078,2227,1531943817893263520,NED,-21.609998703,238.889892578,-127.962974548,68
1531943817933821089,2228,1531943817932871437,NED,-21.609998703,238.889892578,-127.962974548,68
1531943817976958658,2229,1531943817976166220,NED,-21.5499992371,228.129394531,-127.007743835,68
1531943818013808754,2230,1531943818012952957,NED,-21.5499992371,228.129394531,-127.007743835,68
1531943818068850174,2231,1531943818068031785,NED,-21.5499992371,228.129394531,-127.007743835,68
1531943818130729589,2232,1531943818119850205,NED,-21.4399986267,216.57409668,-126.05254364,69
1531943818148084314,2233,1531943818147198534,NED,-21.4399986267,216.57409668,-126.05254364,69
1531943818195914913,2234,1531943818191591032,NED,-21.2999992371,201.288894653,-125.0991745,69
1531943818234354974,2235,1531943818232874289,NED,-21.2999992371,201.288894653,-125.0991745,69
1531943818355230351,2236,1531943818353207784,NED,-21.1199989319,193.492980957,-124.143913269,70
1531943818394224293,2237,1531943818392291581,NED,-20.9200000763,185.524841309,-123.20161438,71
1531943818451477845,2238,1531943818450461602,NED,-20.9200000763,185.524841309,-123.20161438,71
1531943818511701248,2239,1531943818510491375,NED,-20.6899986267,180.930419922,-122.245910645,71
1531943818575912281,2240,1531943818563391126,NED,-20.4499988556,162.768554688,-121.29019928,72
1531943818589196690,2241,1531943818588510043,NED,-20.4499988556,162.768554688,-121.29019928,72
1531943818664493824,2242,1531943818661576676,NED,-20.4499988556,162.768554688,-121.29019928,72
1531943818706027093,2243,1531943818704882244,NED,-20.1800003052,144.463531494,-120.39389801,73
1531943818751293885,2244,1531943818750519590,NED,-20.1800003052,144.463531494,-120.39389801,73
1531943818864264433,2245,1531943818861578226,NED,-19.9099998474,130.477432251,-119.40953064,73
1531943818916001926,2246,1531943818914099134,NED,-19.6199989319,115.072822571,-118.442070007,74
1531943818959738081,2247,1531943818954531042,NED,-19.6199989319,115.072822571,-118.442070007,74
1531943818979062894,2248,1531943818977767230,NED,-19.3099994659,99.3357696533,-117.669540405,75
1531943819039040733,2249,1531943819035091406,NED,-19.3099994659,99.3357696533,-117.669540405,75
1531943819098807855,2250,1531943819095834036,NED,-19.0100002289,77.7618408203,-116.684890747,76
1531943819138436958,2251,1531943819137680647,NED,-19.0100002289,77.7618408203,-116.684890747,76
1531943819171870971,2252,1531943819171132004,NED,-18.6999988556,53.4334182739,-115.700241089,77
1531943819222624542,2253,1531943819221616715,NED,-18.6999988556,53.4334182739,-115.700241089,77
1531943819269831822,2254,1531943819268737532,NED,-18.6999988556,53.4334182739,-115.700241089,77
1531943819288835903,2255,1531943819288370405,NED,-18.3999996185,35.0992202759,-114.707122803,77
1531943819360143137,2256,1531943819358483510,NED,-18.3999996185,35.0992202759,-114.707122803,77
1531943819407986025,2257,1531943819407305617,NED,-18.1000003815,13.6024475098,-114.355484009,78
1531943819449287875,2258,1531943819448066418,NED,-18.1000003815,13.6024475098,-114.355484009,78
1531943819476535981,2259,1531943819475029856,NED,-17.8099994659,-8.96129608154,-113.291313171,79
1531943819513667835,2260,1531943819513076963,NED,-17.8099994659,-8.96129608154,-113.291313171,79
1531943819571788418,2261,1531943819571017420,NED,-17.5200004578,-18.2136535645,-112.549118042,80
1531943819671050341,2262,1531943819669535064,NED,-17.5200004578,-18.2136535645,-112.549118042,80
1531943819707894615,2263,1531943819707108609,NED,-17.2399997711,-37.5549316406,-111.443687439,81
1531943819784699412,2264,1531943819783894942,NED,-16.9799995422,-47.7203369141,-110.338882446,82
1531943819810718797,2265,1531943819810260627,NED,-16.9799995422,-47.7203369141,-110.338882446,82
1531943819882295916,2266,1531943819880965148,NED,-16.7199993134,-46.5686798096,-109.554992676,83
1531943819942427833,2267,1531943819938830214,NED,-16.7199993134,-46.5686798096,-109.554992676,83
1531943819983279673,2268,1531943819981876491,NED,-16.4899997711,-54.9057006836,-108.452514648,84
1531943820053911973,2269,1531943820053314252,NED,-16.4899997711,-54.9057006836,-108.452514648,84
1531943820076888357,2270,1531943820076244717,NED,-16.4899997711,-54.9057006836,-108.452514648,84
1531943820118092449,2271,1531943820117494601,NED,-16.2700004578,-58.6204528809,-107.634719849,85
1531943820142536848,2272,1531943820141449501,NED,-16.2700004578,-58.6204528809,-107.634719849,85
1531943820216054360,2273,1531943820215046820,NED,-16.0699996948,-59.3437194824,-106.476890564,86
1531943820242118193,2274,1531943820240391943,NED,-16.0699996948,-59.3437194824,-106.476890564,86
1531943820302255873,2275,1531943820300201051,NED,-15.8999996185,-65.4657363892,-106.311775208,87
1531943820341642932,2276,1531943820339668205,NED,-15.8999996185,-65.4657363892,-106.311775208,87
1531943820398725386,2277,1531943820395772303,NED,-15.75,-63.0485534668,-105.082359314,88
1531943820451823729,2278,1531943820441565138,NED,-15.75,-63.0485534668,-105.082359314,88
1531943820488188266,2279,1531943820487595538,NED,-15.6099996567,-50.9788513184,-103.851112366,89
1531943820536585837,2280,1531943820535910005,NED,-15.6099996567,-50.9788513184,-103.851112366,89
1531943820593500292,2281,1531943820590124879,NED,-15.4799995422,-48.920249939,-102.872116089,90
1531943820630958288,2282,1531943820627764088,NED,-15.4799995422,-48.920249939,-102.872116089,90
1531943820762747583,2283,1531943820760865014,NED,-15.2899999619,-40.4150009155,-100.429077148,93
1531943820807567790,2284,1531943820806386685,NED,-15.2899999619,-40.4150009155,-100.429077148,93
1531943820876796427,2285,1531943820875510300,NED,-15.2199993134,-42.5443649292,-99.3311538696,94
1531943820968689070,2286,1531943820966573832,NED,-15.2199993134,-42.5443649292,-99.3311538696,94
1531943821005232228,2287,1531943821004418671,NED,-15.1499996185,-33.5760116577,-98.1060943604,95
1531943821053885701,2288,1531943821053284428,NED,-15.1499996185,-33.5760116577,-98.1060943604,95
1531943821093373048,2289,1531943821089580743,NED,-15.0899991989,-28.3027648926,-96.8678207397,96
1531943821136041635,2290,1531943821135050735,NED,-15.0899991989,-28.3027648926,-96.8678207397,96
1531943821221787924,2291,1531943821220971614,NED,-15.029999733,-15.8016204834,-95.4807052612,97
1531943821250785642,2292,1531943821246824700,NED,-15.029999733,-15.8016204834,-95.4807052612,97
1531943821315447683,2293,1531943821313652281,NED,-14.9600000381,-11.1566543579,-93.9967498779,98
1531943821356742463,2294,1531943821356039560,NED,-14.9600000381,-11.1566543579,-93.9967498779,98
1531943821408465305,2295,1531943821407688707,NED,-14.9099998474,-10.4267120361,-92.7147598267,100
1531943821456879005,2296,1531943821456214917,NED,-14.9099998474,-10.4267120361,-92.7147598267,100
1531943821515939131,2297,1531943821515174245,NED,-14.8599996567,-9.71736907959,-91.4445800781,101
1531943821553275977,2298,1531943821551831451,NED,-14.8599996567,-9.71736907959,-91.4445800781,101
1531943821593052280,2299,1531943821592329185,NED,-14.8299999237,4.55369949341,-88.9825363159,102
1531943821648471844,2300,1531943821646483517,NED,-14.8299999237,4.55369949341,-88.9825363159,102
1531943821694794786,2301,1531943821694175689,NED,-14.8099994659,16.4239883423,-87.6835403442,103
1531943821710718043,2302,1531943821710079843,NED,-14.8099994659,16.4239883423,-87.6835403442,103
1531943821807737375,2303,1531943821802024455,NED,-14.779999733,22.7581977844,-85.2513275146,105
1531943821816976108,2304,1531943821816354900,NED,-14.779999733,22.7581977844,-85.2513275146,105
1531943821950895332,2305,1531943821946725048,NED,-14.75,38.2249832153,-83.9384841919,106
1531943821987012097,2306,1531943821986088428,NED,-14.6999998093,57.9550743103,-82.6588592529,107
1531943822043487456,2307,1531943822042092402,NED,-14.6999998093,57.9550743103,-82.6588592529,107
1531943822075627984,2308,1531943822070895563,NED,-14.6399993896,74.1536102295,-47.6667289734,108
1531943822129102198,2309,1531943822128481981,NED,-14.6399993896,74.1536102295,-47.6667289734,108
1531943822182974006,2310,1531943822179590848,NED,-14.5599994659,90.0406799316,-46.5090141296,110
1531943822219925994,2311,1531943822219267282,NED,-14.5599994659,90.0406799316,-46.5090141296,110
1531943822270769488,2312,1531943822269985754,NED,-14.4600000381,100.466247559,-45.3512992859,111
1531943822314980745,2313,1531943822314201459,NED,-14.4600000381,100.466247559,-45.3512992859,111
1531943822340389837,2314,1531943822339974034,NED,-14.4600000381,100.466247559,-45.3512992859,111
1531943822438135307,2315,1531943822437451347,NED,-14.3400001526,113.275619507,-44.1601867676,112
1531943822527327507,2316,1531943822524501750,NED,-14.1999998093,112.686447144,-42.9245452881,113
1531943822544281888,2317,1531943822541498371,NED,-14.1999998093,112.686447144,-42.9245452881,113
1531943822604936172,2318,1531943822602317165,NED,-14.0499992371,105.445953369,-41.6777763367,115
1531943822644828347,2319,1531943822643831911,NED,-14.0499992371,105.445953369,-41.6777763367,115
1531943822691591444,2320,1531943822690458786,NED,-13.8899993896,100.681396484,-40.4087409973,116
1531943822745973647,2321,1531943822744904540,NED,-13.8899993896,100.681396484,-40.4087409973,116
1531943822789462257,2322,1531943822788344479,NED,-13.7199993134,89.7936859131,-39.0951766968,118
1531943822853516306,2323,1531943822852581054,NED,-13.5499992371,78.7836074829,-37.7482185364,119
1531943822902312914,2324,1531943822898894621,NED,-13.5499992371,78.7836074829,-37.7482185364,119
1531943822932357692,2325,1531943822931959361,NED,-13.5499992371,78.7836074829,-37.7482185364,119
1531943823015689710,2326,1531943823011646880,NED,-13.3800001144,54.3292999268,-36.4457893372,120
1531943823027584570,2327,1531943823025580179,NED,-13.3800001144,54.3292999268,-36.4457893372,120
1531943823161623959,2328,1531943823160978495,NED,-13.2100000381,33.0775260925,-35.0876998901,122
1531943823216715626,2329,1531943823216066034,NED,-13.0199995041,26.1932373047,-33.6405563354,123
1531943823255176428,2330,1531943823254115545,NED,-13.0199995041,26.1932373047,-33.6405563354,123
1531943823300929779,2331,1531943823300476729,NED,-12.8400001526,15.6413078308,-32.1934089661,125
1531943823358649605,2332,1531943823356143396,NED,-12.8400001526,15.6413078308,-32.1934089661,125
1531943823415450947,2333,1531943823414236082,NED,-12.6399993896,3.44085693359,-30.7240009308,126
1531943823483659699,2334,1531943823482211429,NED,-12.4299993515,-5.65128326416,-29.2323284149,128
1531943823536757150,2335,1531943823530367662,NED,-12.4299993515,-5.65128326416,-29.2323284149,128
1531943823543423083,2336,1531943823541093800,NED,-12.4299993515,-5.65128326416,-29.2323284149,128
1531943823597209775,2337,1531943823596226299,NED,-12.2100000381,-14.9425506592,-27.7517871857,129
1531943823631164392,2338,1531943823627199034,NED,-12.2100000381,-14.9425506592,-27.7517871857,129
1531943823723243055,2339,1531943823718263629,NED,-11.9799995422,-28.4538269043,-26.2601146698,130
1531943823744748356,2340,1531943823743929518,NED,-11.9799995422,-28.4538269043,-26.2601146698,130
1531943823813753674,2341,1531943823813215409,NED,-11.75,-38.8324737549,-24.7573108673,132
1531943823837033608,2342,1531943823836203859,NED,-11.75,-38.8324737549,-24.7573108673,132
1531943823897873876,2343,1531943823896980191,NED,-11.5099992752,-51.9100189209,-23.2545070648,133
1531943824004593573,2344,1531943824002356321,NED,-11.279999733,-63.2478713989,-21.7739658356,135
1531943824062013852,2345,1531943824058549959,NED,-11.279999733,-63.2478713989,-21.7739658356,135
1531943824096040854,2346,1531943824095419293,NED,-11.0599994659,-78.4942626953,-20.3045578003,136
1531943824137336693,2347,1531943824136809372,NED,-11.0599994659,-78.4942626953,-20.3045578003,136
1531943824207711243,2348,1531943824206414140,NED,-10.8599996567,-94.0496444702,-18.8574123383,137
1531943824248401106,2349,1531943824245581429,NED,-10.8599996567,-94.0496444702,-18.8574123383,137
1531943824289424437,2350,1531943824286798262,NED,-10.6700000763,-107.837486267,-17.4436626434,139
1531943824370468423,2351,1531943824368737725,NED,-10.6700000763,-107.837486267,-17.4436626434,139
1531943824411382059,2352,1531943824410403064,NED,-10.5,-124.244880676,-16.0855731964,140
1531943824481686179,2353,1531943824480911532,NED,-10.3499994278,-119.130134583,-14.7497472763,141
1531943824511364210,2354,1531943824510814617,NED,-10.3499994278,-119.130134583,-14.7497472763,141
1531943824539604660,2355,1531943824539090714,NED,-10.3499994278,-119.130134583,-14.7497472763,141
1531943824603936053,2356,1531943824603167039,NED,-10.2100000381,-125.914764404,-13.45844841,142
1531943824637810481,2357,1531943824636950875,NED,-10.2100000381,-125.914764404,-13.45844841,142
1531943824700174731,2358,1531943824693900537,NED,-10.0799999237,-132.649612427,-12.2339410782,143
1531943824740479766,2359,1531943824739948605,NED,-10.0799999237,-132.649612427,-12.2339410782,143
1531943824805172147,2360,1531943824804533787,NED,-9.96000003815,-133.654403687,-11.0650930405,145
1531943824872228115,2361,1531943824866729463,NED,-9.96000003815,-133.654403687,-11.0650930405,145
1531943824907133666,2362,1531943824902933046,NED,-9.84000015259,-153.499221802,-9.97416877747,146
1531943824935801918,2363,1531943824934935849,NED,-9.84000015259,-153.499221802,-9.97416877747,146
1531943825044057151,2364,1531943825041813403,NED,-9.73999977112,-150.234985352,-8.95003509521,146
1531943825073879918,2365,1531943825073303861,NED,-9.64999961853,-168.348876953,-8.0149564743,147
1531943825143389745,2366,1531943825140436853,NED,-9.64999961853,-168.348876953,-8.0149564743,147
1531943825216002861,2367,1531943825213777065,NED,-9.57999992371,-170.838348389,-7.16893386841,148
1531943825242296072,2368,1531943825238836178,NED,-9.57999992371,-170.838348389,-7.16893386841,148
1531943825297077121,2369,1531943825296198700,NED,-9.51999950409,-170.03364563,-6.42309761047,149
1531943825328524700,2370,1531943825327223148,NED,-9.51999950409,-170.03364563,-6.42309761047,149
1531943825404832106,2371,1531943825403307709,NED,-9.47999954224,-186.555099487,-5.73292064667,149
1531943825417729003,2372,1531943825416432763,NED,-9.47999954224,-186.555099487,-5.73292064667,149
1531943825528148179,2373,1531943825527040033,NED,-9.46999931335,-202.890014648,-5.15406274796,150
1531943825588021133,2374,1531943825587039161,NED,-9.47999954224,-219.351013184,-4.66425943375,150
1531943825618391925,2375,1531943825615269916,NED,-9.47999954224,-219.351013184,-4.66425943375,150
1531943825695649656,2376,1531943825694437671,NED,-9.51999950409,-227.017211914,-4.26351165771,151
1531943825731093825,2377,1531943825729820081,NED,-9.51999950409,-227.017211914,-4.26351165771,151
1531943825787795555,2378,1531943825782462085,NED,-9.59000015259,-231.40927124,-3.94068717957,151
1531943825845254811,2379,1531943825844074794,NED,-9.59000015259,-231.40927124,-3.94068717957,151
1531943825871825042,2380,1531943825869162387,NED,-9.59000015259,-231.40927124,-3.94068717957,151
1531943825919261702,2381,1531943825918515759,NED,-9.68999958038,-224.16973877,-3.70691752434,151
1531943825936772237,2382,1531943825934534505,NED,-9.68999958038,-224.16973877,-3.70691752434,151
1531943826053286443,2383,1531943826047919918,NED,-9.81999969482,-211.726196289,-3.55107116699,151
1531943826113669249,2384,1531943826111979510,NED,-9.97999954224,-187.983520508,-3.45088410378,152
1531943826142640091,2385,1531943826141625959,NED,-9.97999954224,-187.983520508,-3.45088410378,152
1531943826207703639,2386,1531943826206952384,NED,-10.1499996185,-160.753051758,-3.4063565731,152
1531943826276127721,2387,1531943826274441694,NED,-10.3400001526,-133.539199829,-3.39522480965,152
1531943826320477797,2388,1531943826316376887,NED,-10.3400001526,-133.539199829,-3.39522480965,152
1531943826394210613,2389,1531943826388006818,NED,-10.5399999619,-99.317741394,-3.41748857498,152
1531943826414413148,2390,1531943826412786768,NED,-10.5399999619,-99.317741394,-3.41748857498,152
1531943826440999699,2391,1531943826437082307,NED,-10.5399999619,-99.317741394,-3.41748857498,152
