%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1531943817854049198,671,1531943817853529589,base_link,-0.00197314584217,-0.123409281308,-0.929073440411,-0.348695853583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.247485652566,0.240839719772,-0.0541746281087,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.38245935,0.1569064,5.0013915,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943818366991611,672,1531943818366631423,base_link,0.0653923579899,-0.0776975450902,-0.920358733498,-0.377659545991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0904142037034,0.0857492983341,-0.185951441526,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.4118793,0.16671305,6.9431082,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943818723590457,673,1531943818719153488,base_link,0.0814520408563,-0.0719549181385,-0.910180871773,-0.399698430638,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0172535348684,0.0630395486951,-0.0521114170551,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.3530394,-0.12748645,8.11009955,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943819279822321,674,1531943819279303799,base_link,0.0863112826833,-0.0558918428228,-0.913955466735,-0.392570846107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.154719412327,0.00504298321903,0.0319934114814,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.392266,0.0980665,10.4538889,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943819680125043,675,1531943819679694393,base_link,0.0768037873199,-0.0448940891266,-0.913821740625,-0.396251845897,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00964825972915,-0.145009204745,-0.0358195602894,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.6472389,0.26477955,10.73828175,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943820084000652,676,1531943820083779247,base_link,0.051835994526,-0.0299329499903,-0.911901219173,-0.406021199751,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.141607299447,-0.128241702914,-0.0308246463537,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.4314926,0.32361945,11.8072066,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943820462583979,677,1531943820461643958,base_link,0.0122765907784,-0.052398385312,-0.913086877537,-0.404198031421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.114318974316,-0.134247228503,0.00682967249304,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.44129925,-0.12748645,11.73856005,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943820793614620,678,1531943820793188834,base_link,-0.0100312075736,-0.0644028404225,-0.909754500285,-0.409998046619,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0826206952333,-0.0609196089208,-0.063675917685,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.2157463,0.7060788,10.983448,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943821233863517,679,1531943821233489858,base_link,-0.0359607367602,-0.0930630747422,-0.894863034326,-0.435047398943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.165507018566,-0.0853922069073,-0.124968193471,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1176798,0.392266,10.32640245,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943821663172780,680,1531943821661988283,base_link,-0.0693332454536,-0.131677714354,-0.87977736302,-0.451492715484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0919082313776,-0.0279238782823,-0.0686655789614,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.04903325,0.2745862,10.07142955,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943822059054206,681,1531943822057979884,base_link,-0.0788608710061,-0.155485473236,-0.861064977945,-0.4776738787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.190953999758,0.00889059621841,-0.263002604246,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.06864655,0.53936575,8.24739265,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943822376901254,682,1531943822376499659,base_link,-0.109862275803,-0.218550198799,-0.821868478427,-0.514488381917,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.611612558365,-0.0791478827596,-0.308182448149,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.3334261,0.28439285,9.30651085,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943822777384583,683,1531943822777072619,base_link,-0.175076457204,-0.280464773769,-0.766780525503,-0.550213931591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.292934894562,-0.214551255107,-0.208498835564,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.73549875,0.71588545,10.97364135,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943823206567464,684,1531943823205995599,base_link,-0.202447951103,-0.284013785223,-0.70997486401,-0.611789742781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0655053630471,-0.179576769471,-0.474959015846,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.10815145,0.53936575,11.4541672,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943823576159156,685,1531943823575896504,base_link,-0.222732750323,-0.278384418963,-0.639194795186,-0.681411953974,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.118882440031,-0.292253732681,-0.389788091183,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.71588545,0.34323275,11.87585315,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943824027754149,686,1531943824027492265,base_link,-0.287166219124,-0.250010375907,-0.552910122932,-0.741161770798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0590702220798,-0.473059743643,-0.248604372144,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.08853815,0.3726527,14.2000292,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943824500283804,687,1531943824497806939,base_link,-0.334036320489,-0.200836844244,-0.468174497615,-0.793030225383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.179030269384,-0.357571154833,-0.367217481136,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.9022118,0.91201845,13.83718315,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943824910246939,688,1531943824909998366,base_link,-0.377779402925,-0.150180297242,-0.364711062948,-0.837683974783,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0496714711189,-0.573751926422,-0.295984566212,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.55925735,0.4903325,15.69064,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943825333585309,689,1531943825333186466,base_link,-0.369282210772,-0.0819867090152,-0.27319136168,-0.884463288247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.331915229559,-0.436006784439,-0.351119160652,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.14737805,0.53936575,13.8469898,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943825706207765,690,1531943825705608637,base_link,-0.327582733336,-0.0186024538567,-0.197462556324,-0.923770556134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.393021076918,-0.332194596529,-0.216732606292,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.7060788,0.2941995,14.8864947,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943825973392520,691,1531943825970901511,base_link,-0.28279444154,0.0270577565659,-0.154935634879,-0.94619772283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.500093340874,-0.227761670947,-0.208345785737,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.4314926,0.51975245,13.99408955,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943826425197814,692,1531943826421364774,base_link,-0.15794653605,0.0581509896241,-0.0963330542547,-0.98101544168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.669100642204,-0.0149485580623,-0.194219723344,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.30400615,0.22555295,10.1596894,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943826815813818,693,1531943826815457310,base_link,-0.0449488463651,0.0697503208853,-0.0551096638347,-0.995026340807,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.435644805431,0.0272425040603,-0.0835534930229,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.4903325,-0.00980665,11.3364874,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943827227189603,694,1531943827226688201,base_link,0.0228263635623,0.0679611159993,-0.0406595458038,-0.996597734883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.151406764984,0.0072830170393,-0.0427022017539,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.8237586,-0.1176798,8.85540495,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943827725572768,695,1531943827725181733,base_link,0.0660374103262,0.0583754813027,-0.050313769036,-0.994836613854,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0352502353489,0.0888255089521,0.113398842514,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.1375714,-0.06864655,8.5513988,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943828124052975,696,1531943828121162195,base_link,0.0842481858079,0.0452104414144,-0.0707723061237,-0.992899561819,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.129684627056,0.0273287352175,0.071732878685,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.0198916,0.24516625,7.95319315,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943828558824550,697,1531943828558584041,base_link,0.110580212483,0.0254510013005,-0.0868808235329,-0.9897353109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.228398099542,0.0974652916193,0.0536396577954,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.1964113,9.69181380402e-16,7.91396655,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943828898618415,698,1531943828898240563,base_link,0.0636345595785,0.0149446024873,-0.105159367404,-0.992304796487,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.306445926428,-0.00798338837922,0.144717171788,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.2748645,0.06864655,9.218251,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943829333810089,699,1531943829329202210,base_link,4.95975664359e-05,-0.00818831984887,-0.128623831466,-0.991659648739,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.298948645592,0.0548645481467,0.0456643104553,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,1.30428445,0.1372931,9.6497436,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943829773037685,700,1531943829770609875,base_link,-0.0411953023505,-0.0196113052937,-0.12295935401,-0.991362366156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.100152894855,-0.0528750047088,-0.0908854305744,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.8237586,0.36284605,9.73800345,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943830216543825,701,1531943830216275157,base_link,-0.0705203179902,-0.0128141969661,-0.0836716188944,-0.993912340852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.158774927258,-0.0605742372572,-0.329002022743,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.6276256,0.61781895,12.6701918,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943830671922114,702,1531943830671638118,base_link,-0.0766937688667,-0.0201003599378,-0.0179994952454,-0.99668955022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0294536240399,-0.040070746094,-0.195521131158,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.28439285,-0.2941995,7.83551335,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943831038458165,703,1531943831037133478,base_link,-0.0941950445477,-0.00460902482526,-0.00685058555384,-0.995519522636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.118952549994,-0.0951441451907,0.0810247287154,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.20593965,-0.18632635,10.99325465,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943831414700601,704,1531943831414438076,base_link,-0.0544891368912,0.0212331967645,-0.0324654352626,-0.997760532808,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.420995235443,-0.136662691832,0.14262676239,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.8629852,0.18632635,12.05237285,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943831783772116,705,1531943831783532215,base_link,0.0085846498301,0.0184710876475,-0.0368389020588,-0.999113616164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.131563395262,0.141743883491,-0.153539463878,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.32361945,0.67665885,8.9632781,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943832137587214,706,1531943832136372509,base_link,0.000571770916874,0.00336108071606,-0.00943639218232,-0.999949664092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.158028125763,0.0113188419491,-0.0769645944238,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.5099458,-0.50013915,9.2378643,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943832416762749,707,1531943832416071141,base_link,-0.00961954650897,-0.00428181037559,-0.0148627383833,-0.999834100955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0178154595196,-0.0720835924149,0.0766749829054,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.2745862,-0.1372931,8.6494653,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943832754471489,708,1531943832754052838,base_link,-0.0199080765306,0.00452644778712,-0.0258803766909,-0.999456545259,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0456756055355,-0.00156419910491,0.0157922580838,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.392266,0.5295591,10.77750835,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1531943833194736997,709,1531943833194386537,base_link,-0.00803591337437,0.00922100910135,-0.0208721848059,-0.999707331667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0223449524492,0.0426018089056,-0.0233808998019,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.1569064,1.28983990403e-15,10.5323421,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
