%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1531943811824584460,2072,1531943811824234801,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.614654541,0.160167992115,3.06430220604,-16.0,-18.2109794617
1531943811877523177,2073,1531943811877002223,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.3863525391,0.399682939053,3.12066054344,-16.0,-18.0062847137
1531943811910910719,2074,1531943811910294407,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.2887077332,0.520256996155,3.11388421059,-16.0,-18.0062847137
1531943811974183255,2075,1531943811973533920,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.2137508392,0.637219786644,3.0983300209,-16.0,-17.5892124176
1531943812019449046,2076,1531943812017501679,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.096162796,0.843904435635,3.07292604446,-16.0,-17.5892124176
1531943812071622974,2077,1531943812069234588,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,17.0087623596,1.02809095383,3.07845854759,-16.0,-17.5892124176
1531943812095180690,2078,1531943812093587398,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.9278392792,1.20769274235,3.06063294411,-16.0,-17.4574756622
1531943812173017267,2079,1531943812171190186,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.8426952362,1.48414409161,2.98650813103,-16.0,-17.4574756622
1531943812231044400,2080,1531943812230419032,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.7726669312,1.83861744404,2.83498907089,-16.0,-17.3443050385
1531943812320475389,2081,1531943812317603810,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.7409877777,2.16132211685,2.61174201965,-16.0,-17.0668945312
1531943812378717592,2082,1531943812376739985,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.7139987946,2.33887767792,2.49127268791,-16.0,-17.0668945312
1531943812428214913,2083,1531943812418329343,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.6350097656,2.6168949604,2.30276465416,-16.0,-16.6344661713
1531943812466611481,2084,1531943812464990477,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.5713100433,2.79250097275,2.15091347694,-16.0,-16.6344661713
1531943812496472636,2085,1531943812494799474,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.504114151,2.96962165833,2.04768466949,-16.0,-16.2761611938
1531943812560994535,2086,1531943812559661528,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.3674221039,3.31223273277,1.89837086201,-16.0,-16.2761611938
1531943812626954527,2087,1531943812620065079,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.2134799957,3.70033025742,1.81975495815,-16.0,-16.1145191193
1531943812653207121,2088,1531943812652036991,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,16.1548271179,3.84707665443,1.79434132576,-16.0,-16.1145191193
1531943812714296263,2089,1531943812713848172,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.9208278656,4.38798236847,1.67238867283,-16.0,-16.1450061798
1531943812781883082,2090,1531943812781075092,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.7751913071,4.81911468506,1.57740080357,-16.0,-16.1973133087
1531943812832754722,2091,1531943812832345448,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.6837310791,5.13972616196,1.52837097645,-16.0,-16.1973133087
1531943812844940423,2092,1531943812842438471,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.6333351135,5.29278230667,1.51708090305,-16.0,-16.1973133087
1531943812899517872,2093,1531943812896168923,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.4541988373,5.82594251633,1.49092531204,-16.0,-16.3381690979
1531943812945536806,2094,1531943812943079334,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.3120174408,6.19468927383,1.50037550926,-16.0,-16.3381690979
1531943813020071986,2095,1531943813019584152,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,15.1144742966,6.78923749924,1.51538038254,-16.0,-16.5089912415
1531943813082638903,2096,1531943813082325947,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,14.749001503,7.59845638275,1.56053674221,-16.0,-16.8226852417
1531943813107675417,2097,1531943813107367741,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,14.6478805542,7.80958652496,1.58854222298,-16.0,-16.8226852417
1531943813143860749,2098,1531943813143163286,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,14.4276647568,8.23575019836,1.60748541355,-16.0,-16.8226852417
1531943813235233125,2099,1531943813234919113,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,13.8326482773,9.30880737305,1.68813872337,-16.0,-17.1945075989
1531943813369927477,2100,1531943813369536986,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,12.9134950638,10.7011871338,1.85753536224,-16.0,-17.5254211426
1531943813425249079,2101,1531943813418435053,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,12.4562587738,11.319106102,1.8886743784,-16.0,-17.9018363953
1531943813446242988,2102,1531943813444395683,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,12.2728223801,11.5264215469,1.89733850956,-16.0,-17.9018363953
1531943813514299595,2103,1531943813513643092,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,11.6035251617,12.3156328201,1.95664179325,-16.0,-17.9684391022
1531943813569007636,2104,1531943813567311786,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,11.2196788788,12.7549505234,2.02988243103,-16.0,-17.9684391022
1531943813599482513,2105,1531943813599058359,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,10.7869777679,13.1695137024,2.1248061657,-16.0,-18.0248756409
1531943813675830279,2106,1531943813671544958,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,10.1629037857,13.7556915283,2.228307724,-16.0,-18.0248756409
1531943813702734322,2107,1531943813701818653,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,9.73349380493,14.0968160629,2.27782940865,-16.0,-18.1173343658
1531943813827007143,2108,1531943813826232017,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,8.72535800934,14.9029121399,2.31027197838,-16.0,-18.0835418701
1531943813871206774,2109,1531943813870663644,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,8.07820129395,15.3436412811,2.34061717987,-16.0,-18.0835418701
1531943813941199356,2110,1531943813939467026,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,7.43210268021,15.7592477798,2.34857940674,-16.0,-18.0057830811
1531943813955881090,2111,1531943813954985997,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,6.98219013214,16.0058174133,2.34442591667,-16.0,-18.0057830811
1531943814005707561,2112,1531943814001289857,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,6.50434446335,16.2708778381,2.35845780373,-16.0,-18.0658493042
1531943814042897585,2113,1531943814041567746,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,6.00507497787,16.5215091705,2.37282347679,-16.0,-18.0658493042
1531943814117831932,2114,1531943814115811765,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,5.19453191757,16.8507633209,2.41029667854,-16.0,-18.1995658875
1531943814150242849,2115,1531943814149169198,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,4.63568401337,17.0585231781,2.42485809326,-16.0,-18.1995658875
1531943814228696702,2116,1531943814226597977,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,3.63020968437,17.3920536041,2.40619158745,-16.0,-18.3209953308
1531943814254590550,2117,1531943814254257562,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,3.14347338676,17.5262565613,2.42283368111,-16.0,-18.3209953308
1531943814297643124,2118,1531943814297260121,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,2.59827637672,17.6125030518,2.46319556236,-16.0,-18.4952163696
1531943814347265727,2119,1531943814346870692,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,2.02017879486,17.7190666199,2.49597740173,-16.0,-18.4952163696
1531943814398889904,2120,1531943814398629076,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,1.13635826111,17.8538722992,2.60154986382,-16.0,-18.8080158234
1531943814466755252,2121,1531943814466431992,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,0.239315509796,17.9512367249,2.69503474236,-16.0,-18.8080158234
1531943814498756318,2122,1531943814498486690,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-0.379688858986,17.9694004059,2.73970293999,-16.0,-19.0157260895
1531943814561211559,2123,1531943814560983338,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-1.35551536083,17.992805481,2.86376667023,-16.0,-19.0157260895
1531943814603824906,2124,1531943814601458344,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-1.9932268858,17.9853172302,2.95092463493,-16.0,-19.2669639587
1531943814643794256,2125,1531943814643417749,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-2.6450984478,17.9308834076,3.04858708382,-16.0,-19.2669639587
1531943814721534070,2126,1531943814719578319,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-3.83193159103,17.7825565338,3.16528010368,-16.0,-19.5359992981
1531943814762186515,2127,1531943814761304830,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-4.40330457687,17.6958618164,3.2117664814,-16.0,-19.5359992981
1531943814818364651,2128,1531943814817507222,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-5.21787452698,17.5095214844,3.2549135685,-16.0,-19.719379425
1531943814850352117,2129,1531943814849199396,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-5.48457670212,17.4593429565,3.25412321091,-16.0,-19.719379425
1531943814899437319,2130,1531943814897615070,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-6.3027176857,17.1903495789,3.30861568451,-16.0,-19.9013710022
1531943814963886614,2131,1531943814961864783,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-7.03703212738,16.9364204407,3.32853460312,-16.0,-19.9013710022
1531943814998702652,2132,1531943814994578609,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-7.51799869537,16.7296504974,3.3250977993,-16.0,-19.9703636169
1531943815053555206,2133,1531943815052265239,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-7.98801469803,16.5003604889,3.36033797264,-16.0,-19.9703636169
1531943815106040750,2134,1531943815102086272,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-8.72879981995,16.0862731934,3.45707345009,-16.0,-20.0048141479
1531943815154342315,2135,1531943815152136295,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-9.22001934052,15.7788887024,3.54795956612,-16.0,-20.0048141479
1531943815196632596,2136,1531943815196307992,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-9.88813686371,15.3044729233,3.72328233719,-16.0,-20.011089325
1531943815261707261,2137,1531943815261134372,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.5458345413,14.7630939484,3.88834238052,-16.0,-20.011089325
1531943815314607584,2138,1531943815314264772,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.1562395096,14.1843652725,4.07356405258,-16.0,-20.001329422
1531943815366922122,2139,1531943815366116340,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.5000190735,13.8176164627,4.16480731964,-16.0,-19.9561233521
1531943815395769917,2140,1531943815394693259,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.8323698044,13.4261426926,4.28805303574,-16.0,-19.9561233521
1531943815448858077,2141,1531943815448550593,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.1337995529,13.042760849,4.38134050369,-16.0,-19.9561233521
1531943815497252313,2142,1531943815494411933,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.5237722397,12.4848136902,4.51116991043,-16.0,-19.849937439
1531943815550192635,2143,1531943815549369030,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.7502098083,12.1109247208,4.58052158356,-16.0,-19.849937439
1531943815633710139,2144,1531943815630096264,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.089094162,11.4513425827,4.7271566391,-16.0,-19.5042457581
1531943815654093721,2145,1531943815653164101,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.1536893845,11.2962722778,4.73452854156,-16.0,-19.5042457581
1531943815698977537,2146,1531943815697171608,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.3464698792,10.8260154724,4.82482290268,-16.0,-19.0291595459
1531943815755821266,2147,1531943815754924221,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.497590065,10.3534889221,4.93529176712,-16.0,-19.0291595459
1531943815843173953,2148,1531943815842547561,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.6270456314,9.80222225189,5.04157209396,-16.0,-18.6213169098
1531943815895221774,2149,1531943815893999006,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.6579284668,9.50224304199,4.99362277985,-16.0,-18.2678985596
1531943815972576796,2150,1531943815971244876,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.6460971832,9.19536209106,4.9958615303,-16.0,-18.2678985596
1531943816004324266,2151,1531943816000880534,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.6157398224,9.00301456451,5.01567173004,-16.0,-17.9106330872
1531943816080385450,2152,1531943816079698067,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.5512628555,8.7422990799,5.0619726181,-16.0,-17.9106330872
1531943816102028857,2153,1531943816099633303,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.4804258347,8.56424331665,5.14232826233,-16.0,-17.6782665253
1531943816158468241,2154,1531943816158048342,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.3438491821,8.32537555695,5.26260089874,-16.0,-17.6782665253
1531943816205461439,2155,1531943816204824904,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.2551326752,8.21136760712,5.29811525345,-16.0,-17.6331615448
1531943816247021555,2156,1531943816245355848,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-13.1625041962,8.10001373291,5.30915737152,-16.0,-17.6331615448
1531943816351866216,2157,1531943816350427002,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.9332752228,7.9021191597,5.22965192795,-16.0,-17.4253425598
1531943816416811284,2158,1531943816415811905,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.7081365585,7.79439783096,5.18684959412,-16.0,-17.0589027405
1531943816455431948,2159,1531943816454286651,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.6062021255,7.74807357788,5.14008998871,-16.0,-17.0589027405
1531943816498042707,2160,1531943816497034847,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.5093679428,7.70745754242,5.03910636902,-16.0,-16.6981430054
1531943816553985457,2161,1531943816553345529,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.4204149246,7.68894338608,4.93310928345,-16.0,-16.6981430054
1531943816604830767,2162,1531943816601227260,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.2931556702,7.67564678192,4.69766521454,-16.0,-16.3766460419
1531943816642730993,2163,1531943816640611915,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.2196159363,7.66582679749,4.53373908997,-16.0,-16.3766460419
1531943816710639063,2164,1531943816710420570,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.0825281143,7.67001581192,4.14310693741,-16.0,-15.923283577
1531943816753428731,2165,1531943816752377481,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-12.0429639816,7.68379735947,4.04254770279,-16.0,-15.923283577
1531943816792701580,2166,1531943816792296241,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.9265708923,7.71088886261,3.77199196815,-16.0,-15.4441156387
1531943816828540743,2167,1531943816816210467,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.8829574585,7.72027540207,3.69475865364,-16.0,-15.4441156387
1531943816866998050,2168,1531943816864856029,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.8151655197,7.73216295242,3.53686094284,-16.0,-15.4441156387
1531943816910018787,2169,1531943816909630536,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.6799030304,7.75818109512,3.36053943634,-16.0,-14.9172477722
1531943816986813114,2170,1531943816986195585,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.530705452,7.81839418411,3.22545266151,-16.0,-14.7753286362
1531943817019155394,2171,1531943817015440209,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.4394569397,7.84988927841,3.12371945381,-16.0,-14.7753286362
1531943817051849926,2172,1531943817051331693,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.3865480423,7.86948490143,3.08076643944,-16.0,-14.7753286362
1531943817096171256,2173,1531943817095070470,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.2403326035,7.93386650085,2.95569729805,-16.0,-14.6474161148
1531943817152956845,2174,1531943817152565650,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-11.1361427307,7.98814821243,2.85722708702,-16.0,-14.6474161148
1531943817219182219,2175,1531943817217104613,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.955783844,8.09303951263,2.60482811928,-16.0,-14.5267677307
1531943817259226962,2176,1531943817258887926,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.9051904678,8.12358093262,2.52587080002,-16.0,-14.5267677307
1531943817327149979,2177,1531943817320556046,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.7567968369,8.21429538727,2.17201519012,-16.0,-14.3597536087
1531943817374752899,2178,1531943817372176963,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.6887969971,8.26648330688,1.98182141781,-16.0,-14.1585121155
1531943817428190562,2179,1531943817426488279,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.5840892792,8.34368228912,1.64812397957,-16.0,-14.1585121155
1531943817448788895,2180,1531943817446891446,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.5614061356,8.36361122131,1.52148544788,-16.0,-14.1585121155
1531943817512024098,2181,1531943817511356170,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.4575605392,8.44665050507,1.04145264626,-16.0,-13.8797807693
1531943817556619568,2182,1531943817555538686,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.4128255844,8.49292469025,0.810033321381,-16.0,-13.613237381
1531943817627053881,2183,1531943817625447821,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.3346853256,8.5612077713,0.478989779949,-16.0,-13.613237381
1531943817644156482,2184,1531943817642070588,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.3152103424,8.58013057709,0.360840260983,-16.0,-13.613237381
1531943817677378975,2185,1531943817677039524,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.2898902893,8.60190296173,0.116701103747,-16.0,-13.4800348282
1531943817736450423,2186,1531943817736032029,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.2258358002,8.65277671814,-0.201957151294,-16.0,-13.4800348282
1531943817822079937,2187,1531943817818745099,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.1605272293,8.72142505646,-0.578548133373,-16.0,-13.4877243042
1531943817897549418,2188,1531943817896640662,,5,65528,40.5914654,-79.89959,380.350006104,3.94430452611e-31,16.0,-1.95943496414e-15,-10.1002321243,8.79323577881,-0.921617269516,-16.0,-13.6111011505
1531943817936673245,2189,1531943817936365569,,5,65528,40.5914654,-79.89959,380.350006104,4.99999987724e-06,16.0,-1.95943435181e-15,-10.083316803,8.82239627838,-1.09807837009,-16.0,-13.6111011505
