%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7,field.channels8,field.channels9,field.channels10,field.channels11,field.channels12,field.channels13,field.channels14,field.channels15
1531943819192367961,779,1531943819192226747,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943819537164309,780,1531943819536842585,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943819893475071,781,1531943819890224744,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943820275734477,782,1531943820275268787,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943820556758672,783,1531943820556553587,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943820916975893,784,1531943820916144287,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943821348282217,785,1531943821347869550,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943821625441508,786,1531943821625234214,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943821970723052,787,1531943821970434864,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943822226104285,788,1531943822225779105,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943822531566046,789,1531943822531229859,,0,1515,1552,1550,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943822984248213,790,1531943822983771643,,0,1515,1552,1568,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943823308971855,791,1531943823308786289,,0,1515,1552,1603,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943823694692114,792,1531943823694424534,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943824039705777,793,1531943824039175351,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943824339230635,794,1531943824338997230,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943824772014991,795,1531943824771588756,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943825169374383,796,1531943825168921844,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943825428424422,797,1531943825427974732,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943825740278415,798,1531943825739950995,,0,1515,1552,1604,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943826062348827,799,1531943826059311361,,0,1515,1552,1599,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943826407082582,800,1531943826406588412,,0,1515,1552,1599,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943826714206242,801,1531943826713840615,,0,1515,1552,1599,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943827016258829,802,1531943827015966192,,0,1515,1552,1579,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943827435745527,803,1531943827435254653,,0,1515,1552,1551,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943827755649837,804,1531943827755299185,,0,1515,1552,1582,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943828067804772,805,1531943828067595782,,0,1515,1552,1582,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943828411756153,806,1531943828411293087,,0,1515,1552,1582,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943828832343871,807,1531943828829737759,,0,1515,1552,1582,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943829176928081,808,1531943829176699827,,0,1515,1552,1582,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943829550271942,809,1531943829549662701,,0,1515,1552,1583,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943829874820402,810,1531943829873337380,,0,1515,1552,1598,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943830287009585,811,1531943830286745653,,0,1515,1552,1624,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943830608300718,812,1531943830607964946,,0,1515,1552,1624,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943830918548211,813,1531943830917993177,,0,1515,1552,1614,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943831225750945,814,1531943831225527172,,0,1515,1552,1576,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943831532119804,815,1531943831531835872,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943831881487849,816,1531943831881260683,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943832177898594,817,1531943832177728388,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943832435632086,818,1531943832435394457,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943832827957663,819,1531943832827710051,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943833168930495,820,1531943833168813345,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943833442586200,821,1531943833440054551,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943833827080489,822,1531943833826747437,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943834123908042,823,1531943834123564526,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943834464639256,824,1531943834464413691,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943834806312955,825,1531943834791256594,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943835018233897,826,1531943835018038155,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943835369008390,827,1531943835368319470,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943835618258036,828,1531943835617997015,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943835940987238,829,1531943835938632130,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943836309018360,830,1531943836308619869,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943836610385268,831,1531943836610171223,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943836961204921,832,1531943836960023879,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943837332709194,833,1531943837332325359,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943837732155114,834,1531943837727635745,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943838023907618,835,1531943838023691396,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943838375966599,836,1531943838375236208,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943838624562478,837,1531943838624304209,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943839050896755,838,1531943839050653942,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943839398199386,839,1531943839393769103,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943839795980256,840,1531943839794911373,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943840077325187,841,1531943840076952071,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943840437726580,842,1531943840436707520,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943840813589482,843,1531943840813271502,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943841142545784,844,1531943841141909024,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943841517132647,845,1531943841516886826,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943841763913492,846,1531943841763442874,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943842075718102,847,1531943842075525688,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943842376974267,848,1531943842376612032,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943842658769802,849,1531943842658600108,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943842907847329,850,1531943842907647876,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943843222137104,851,1531943843221622518,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943843693173549,852,1531943843692662675,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943843975630234,853,1531943843975296734,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943844328679842,854,1531943844328335238,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943844707531863,855,1531943844706824607,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943845025646369,856,1531943845025365957,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943845414009773,857,1531943845413734608,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943845670703802,858,1531943845670541404,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943846051583328,859,1531943846047542448,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943846456382705,860,1531943846456114804,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943846734557476,861,1531943846734354310,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943847101747062,862,1531943847101295228,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943847452365332,863,1531943847451866394,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943847686134268,864,1531943847685958078,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943848093288732,865,1531943848092999967,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943848370880065,866,1531943848370701763,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943848699783847,867,1531943848699314828,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943849008404860,868,1531943849008227998,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943849375395686,869,1531943849375016107,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943849814031168,870,1531943849813458023,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943850154167915,871,1531943850153934926,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943850554300278,872,1531943850553032549,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943850882313525,873,1531943850881953177,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943851168355910,874,1531943851168060617,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943851597377251,875,1531943851590418645,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943851809070819,876,1531943851808769927,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943852108025025,877,1531943852106425364,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943852497637528,878,1531943852497071486,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943852848227898,879,1531943852847937373,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943853172324759,880,1531943853172031258,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943853414547897,881,1531943853409112217,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943853755069880,882,1531943853754885402,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943853987666891,883,1531943853987312463,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943854323675462,884,1531943854323286379,,0,1515,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943854565794127,885,1531943854565374132,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943854902030855,886,1531943854900627032,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943855232176844,887,1531943855231640370,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943855458153142,888,1531943855457626716,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943855770454509,889,1531943855770258544,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943856132556704,890,1531943856132345987,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943856477028229,891,1531943856476745225,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943856896414815,892,1531943856895823910,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943857271015433,893,1531943857270608558,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943857681816496,894,1531943857680841756,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943858041369198,895,1531943858039163848,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943858384390642,896,1531943858384180821,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943858776954997,897,1531943858776601465,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943859137245714,898,1531943859135791843,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943859434215445,899,1531943859434009847,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943859723096629,900,1531943859722636218,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943860113645721,901,1531943860113457051,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943860414450004,902,1531943860414188087,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943860859710849,903,1531943860859519364,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943861213329148,904,1531943861213021727,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943861493089234,905,1531943861492688502,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943861893088470,906,1531943861891425865,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943862359862971,907,1531943862359617662,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943862671315399,908,1531943862671124777,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943863061980000,909,1531943863061628708,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943863389996339,910,1531943863389724118,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943863739835241,911,1531943863739520045,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943864072310442,912,1531943864070062948,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943864476761393,913,1531943864476530675,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943864860303945,914,1531943864860058604,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943865143541129,915,1531943865138943934,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943865444238435,916,1531943865443634793,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943865791068841,917,1531943865790930858,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943866086438177,918,1531943866086206788,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943866407573653,919,1531943866407252889,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943866850983820,920,1531943866850667919,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943867180372708,921,1531943867173867215,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943867511163344,922,1531943867509965661,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943867881041050,923,1531943867879601643,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943868347966768,924,1531943868347798642,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943868607713807,925,1531943868607214484,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943869036871160,926,1531943869036638331,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943869285922358,927,1531943869285452411,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943869633796681,928,1531943869633175664,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943869963329101,929,1531943869963098000,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943870294239464,930,1531943870293547952,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943870739166988,931,1531943870738949871,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943871050848900,932,1531943871050568583,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943871420470380,933,1531943871420128336,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943871770981134,934,1531943871770644913,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943872156341573,935,1531943872154393211,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943872451177159,936,1531943872450917034,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943872735416866,937,1531943872734140848,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943873035541929,938,1531943873035083022,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943873383688689,939,1531943873383317077,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943873740537078,940,1531943873735083796,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943874123720786,941,1531943874123256760,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943874522657953,942,1531943874522289349,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943874870288021,943,1531943874870023480,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943875255950942,944,1531943875255688545,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943875628360959,945,1531943875624710952,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943876085764318,946,1531943876085557184,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943876425827476,947,1531943876419521755,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943876738402881,948,1531943876738042373,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943877106840824,949,1531943877106574875,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943877459671236,950,1531943877454905306,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943877769958929,951,1531943877769799186,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943878131738490,952,1531943878131404093,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943878511324029,953,1531943878511086560,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943878879108325,954,1531943878878865672,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
1531943879167575728,955,1531943879166457085,,0,1514,1552,1548,1511,1943,2036,991,2036,1514,1514,1514,1514,1514,1514,1514,1514
