%time,field.header.seq,field.header.stamp,field.header.frame_id,field.airspeed,field.groundspeed,field.heading,field.throttle,field.altitude,field.climb
1531943829324341341,699,1531943829322705970,,13.7563247681,16.0044708252,75,0.460000008345,394.190002441,-0.728984296322
1531943829763776935,700,1531943829763484650,,14.4110174179,16.3994293213,75,0.430000007153,394.100006104,-0.512496888638
1531943830213750292,701,1531943830213366328,,15.5313129425,16.6684684753,80,0.389999985695,393.949981689,0.762829363346
1531943830669930747,702,1531943830669537824,,15.2416181564,16.8792228699,87,0.360000014305,393.899993896,1.64361953735
1531943831030565462,703,1531943831029857951,,15.1203479767,16.9535140991,89,0.40000000596,393.779998779,-0.515833616257
1531943831412173720,704,1531943831411794237,,15.2506942749,17.0839042664,86,0.409999996424,393.769989014,-0.379636257887
1531943831781508304,705,1531943831780579004,,15.379858017,17.097492218,85,0.389999985695,394.119995117,0.572953224182
1531943832133637726,706,1531943832132093009,,15.1553268433,17.1277141571,88,0.389999985695,394.459991455,0.980570316315
1531943832412854093,707,1531943832411649115,,14.9470882416,17.1809177399,88,0.40000000596,394.529998779,0.391882658005
1531943832751059563,708,1531943832750582864,,15.445567131,17.2478027344,87,0.389999985695,394.569976807,-0.0104975700378
1531943833169543640,709,1531943833169357370,,15.7001180649,17.2432975769,87,0.34999999404,394.839996338,0.726029932499
1531943833553246931,710,1531943833552388669,,15.5597677231,17.222196579,86,0.340000003576,395.069976807,1.34359121323
1531943833853074348,711,1531943833852555058,,15.9389533997,17.1951522827,86,0.34999999404,395.139984131,1.04092955589
1531943834294816714,712,1531943834292004108,,16.0221824646,17.1871471405,88,0.319999992847,395.199981689,0.160077810287
1531943834635260156,713,1531943834632808506,,16.1076869965,17.1963596344,87,0.319999992847,395.25,0.238801255822
1531943834987889082,714,1531943834987321089,,15.3206596375,17.202627182,85,0.34999999404,395.350006104,0.770640313625
1531943835394881292,715,1531943835394343410,,15.5586805344,17.2428283691,86,0.360000014305,395.41998291,-0.0148725397885
1531943835686583414,716,1531943835685950270,,14.8620815277,17.3399085999,86,0.370000004768,395.489990234,0.946753799915
1531943836056354862,717,1531943836055900468,,14.0237426758,17.4008769989,82,0.449999988079,395.130004883,-0.67078512907
1531943836507021433,718,1531943836499240311,,15.1460676193,17.791387558,83,0.439999997616,394.470001221,-4.07365179062
1531943836912393704,719,1531943836911294966,,15.5831737518,18.2002010345,84,0.409999996424,394.0,-1.07031619549
1531943837406395791,720,1531943837406004308,,16.4058799744,18.4317455292,86,0.360000014305,393.829986572,0.361268550158
1531943837872684839,721,1531943837872130317,,16.4923667908,18.3656578064,84,0.340000003576,394.049987793,1.03513467312
1531943838165839984,722,1531943838165431349,,16.207572937,18.263759613,83,0.34999999404,394.309997559,1.21690690517
1531943838601093993,723,1531943838598507464,,15.5553646088,18.0967712402,84,0.379999995232,394.660003662,1.06493091583
1531943838975126053,724,1531943838974190128,,15.5282793045,17.9866657257,85,0.40000000596,394.809997559,-0.00487451674417
1531943839398220569,725,1531943839394843746,,16.0585231781,17.946308136,85,0.379999995232,395.079986572,-1.03218436241
1531943839828018398,726,1531943839826956779,,16.0708827972,17.9200172424,84,0.360000014305,395.130004883,1.09428882599
1531943840307772015,727,1531943840305408523,,15.8627538681,17.9620552063,90,0.370000004768,395.039978027,-0.677917063236
1531943840727922289,728,1531943840727549621,,16.1632843018,18.0863037109,92,0.40000000596,394.839996338,-0.483731031418
1531943841021172106,729,1531943841020484690,,16.5022010803,18.2436656952,95,0.379999995232,394.690002441,-1.30334842205
1531943841479218414,730,1531943841478484695,,16.5190830231,18.5700397491,103,0.379999995232,394.41998291,-0.606187641621
1531943841772868776,731,1531943841772507629,,16.9541568756,18.8525753021,109,0.389999985695,394.059997559,-0.991405427456
1531943842136689307,732,1531943842136195649,,17.8903007507,19.3767757416,118,0.34999999404,393.649993896,-2.15768527985
1531943842526286846,733,1531943842525772676,,18.0715427399,19.8018283844,126,0.34999999404,393.429992676,-0.504664897919
1531943842770540431,734,1531943842769807031,,17.7548046112,20.0414199829,134,0.360000014305,393.179992676,-0.547584235668
1531943843136455056,735,1531943843133596755,,18.0462379456,20.3765907288,146,0.379999995232,392.630004883,-0.998377323151
1531943843479521225,736,1531943843478830737,,18.9323730469,20.595413208,157,0.34999999404,392.190002441,-1.66231441498
1531943843915166765,737,1531943843911925684,,19.6038513184,20.695936203,169,0.239999994636,392.139984131,-0.883483886719
1531943844413387279,738,1531943844412737879,,17.7310619354,20.2303905487,180,0.330000013113,392.459991455,1.46955251694
1531943844897964053,739,1531943844897392988,,17.6473407745,19.4956798553,187,0.360000014305,392.809997559,-0.130333930254
1531943845217558450,740,1531943845217156055,,17.734796524,18.9188861847,191,0.310000002384,393.399993896,0.421625345945
1531943845614590807,741,1531943845611274270,,16.61095047,18.2566127777,193,0.319999992847,394.380004883,2.86649680138
1531943846128541005,742,1531943846128104114,,15.1940689087,17.5862083435,191,0.370000004768,395.329986572,2.58046388626
1531943846611977590,743,1531943846610968002,,14.3389005661,17.3190059662,188,0.409999996424,395.829986572,0.951022982597
1531943846968860673,744,1531943846968412966,,14.3004484177,17.2849884033,185,0.419999986887,395.989990234,-0.232675075531
1531943847363308597,745,1531943847362971865,,14.0832004547,17.3201656342,182,0.409999996424,396.039978027,-0.647304058075
1531943847768358572,746,1531943847768064752,,13.8627204895,17.452960968,180,0.430000007153,395.869995117,0.00962257757783
1531943848215657681,747,1531943848215160695,,13.9915466309,17.794380188,180,0.439999997616,395.380004883,-2.12385296822
1531943848518422476,748,1531943848517867027,,14.542219162,18.0316181183,179,0.430000007153,395.0,-1.73443007469
1531943848969994147,749,1531943848969474058,,15.4152555466,18.294260025,178,0.40000000596,394.539978027,-0.576656281948
1531943849471499573,750,1531943849470674623,,15.9864196777,18.4275035858,180,0.379999995232,394.16998291,-1.29008996487
1531943849908616481,751,1531943849908210054,,16.262550354,18.4228401184,182,0.340000003576,394.239990234,0.37876483798
1531943850382093640,752,1531943850381603470,,15.8707818985,18.2939071655,182,0.340000003576,394.649993896,1.37150752544
1531943850796451722,753,1531943850795189721,,15.5500850677,18.1647891998,182,0.379999995232,394.819976807,0.309510886669
1531943851339042601,754,1531943851334700092,,15.8017148972,18.1588153839,181,0.379999995232,394.839996338,-0.452235966921
1531943851645879879,755,1531943851645435021,,15.7315273285,18.1527900696,181,0.360000014305,394.949981689,0.642052829266
1531943851897954955,756,1531943851897592367,,15.5459270477,18.1197814941,181,0.389999985695,395.019989014,1.04793179035
1531943852202262220,757,1531943852201835441,,15.4490070343,18.0528869629,181,0.379999995232,395.160003662,-0.492469072342
1531943852565570104,758,1531943852565200445,,15.3372764587,17.963306427,181,0.379999995232,395.359985352,0.0209879875183
1531943853071800596,759,1531943853070750336,,15.2207527161,17.9142227173,182,0.389999985695,395.549987793,0.582574546337
1531943853344207603,760,1531943853343630010,,15.0402173996,17.9550457001,185,0.40000000596,395.5,0.456627100706
1531943853700146365,761,1531943853698136437,,15.2643232346,18.1289730072,190,0.449999988079,395.089996338,-1.96989297867
1531943854058655274,762,1531943854058352110,,16.2325191498,18.4444675446,195,0.439999997616,394.459991455,-2.0643723011
1531943854450790355,763,1531943854439768245,,16.9043712616,18.7558040619,203,0.419999986887,393.809997559,-0.807341992855
1531943854730149223,764,1531943854729737772,,17.8467521667,18.936290741,211,0.379999995232,393.339996338,-1.12753272057
1531943855055186468,765,1531943855053798389,,18.2801532745,19.0282249451,219,0.34999999404,392.829986572,-1.19180905819
1531943855371140689,766,1531943855370781365,,19.1745147705,19.0175418854,228,0.330000013113,392.470001221,-0.855682909489
1531943855617075889,767,1531943855615971358,,19.2035255432,18.9669742584,234,0.300000011921,392.329986572,-0.398882985115
1531943855973693282,768,1531943855973018986,,18.9812698364,18.7654438019,244,0.300000011921,392.209991455,0.439574152231
1531943856419466406,769,1531943856419035275,,18.5168876648,18.3689575195,255,0.340000003576,392.119995117,-0.371686816216
1531943856978627934,770,1531943856978301505,,18.0411529541,17.7560901642,269,0.340000003576,392.329986572,-0.569404542446
1531943857439319582,771,1531943857437399444,,17.5259494781,17.0443477631,276,0.340000003576,392.789978027,1.38032317162
1531943857955707733,772,1531943857953607885,,17.1354141235,16.2175064087,279,0.330000013113,393.679992676,1.92353606224
1531943858319429127,773,1531943858311870975,,16.5438480377,15.7049026489,282,0.319999992847,394.509979248,1.96902263165
1531943858875144253,774,1531943858874621123,,15.0827636719,15.2201404572,282,0.360000014305,395.399993896,1.25469601154
1531943859225903147,775,1531943859224908407,,14.5554866791,15.1238279343,280,0.40000000596,395.609985352,1.03617715836
1531943859576030019,776,1531943859575703783,,13.9927854538,15.2616529465,279,0.430000007153,395.579986572,-0.737483739853
1531943860010494502,777,1531943860010157930,,13.7465305328,15.6496295929,274,0.439999997616,395.389984131,-1.67063558102
1531943860391866266,778,1531943860391158786,,13.3300390244,16.0351066589,273,0.469999998808,394.940002441,-1.06683635712
1531943860860075421,779,1531943860859782529,,14.1780166626,16.9298095703,271,0.490000009537,393.949981689,-2.68191981316
1531943861252791539,780,1531943861252073723,,15.5245485306,17.5859031677,269,0.439999997616,393.190002441,-2.28136086464
1531943861711634413,781,1531943861711116115,,16.6572303772,17.9623756409,269,0.379999995232,392.579986572,-1.32925331593
1531943862111057850,782,1531943862110584543,,16.5529270172,17.7605018616,269,0.370000004768,392.690002441,0.907975435257
1531943862486781982,783,1531943862485840937,,15.9108285904,17.4413375854,271,0.409999996424,393.049987793,0.797755718231
1531943862972998020,784,1531943862972612521,,15.5723323822,17.1830539703,274,0.430000007153,393.429992676,0.156575456262
1531943863391330851,785,1531943863390937576,,15.6059474945,17.0547294617,276,0.439999997616,393.660003662,-0.494158536196
1531943863811828041,786,1531943863811013427,,15.9126462936,16.9522724152,279,0.409999996424,393.940002441,1.66565668583
1531943864238498669,787,1531943864234927606,,16.1401729584,16.7538013458,280,0.379999995232,394.289978027,-0.300144851208
1531943864680415492,788,1531943864678132030,,15.8126459122,16.5643119812,281,0.379999995232,394.660003662,2.38503861427
1531943865061921109,789,1531943865061188157,,15.6181173325,16.4583683014,278,0.379999995232,394.940002441,0.369136333466
1531943865395151800,790,1531943865394768924,,15.1048326492,16.5108318329,279,0.40000000596,395.079986572,0.668292045593
1531943865868809322,791,1531943865867770070,,15.0876255035,16.6941814423,281,0.430000007153,394.970001221,0.703288316727
1531943866276205084,792,1531943866275983582,,15.7752428055,16.8094043732,277,0.409999996424,394.819976807,-1.13015890121
1531943866638275513,793,1531943866637891901,,16.0578956604,16.8671245575,276,0.389999985695,394.769989014,0.685579061508
1531943867087378896,794,1531943867086926261,,15.8376188278,16.8230876923,276,0.379999995232,394.809997559,-0.223059639335
1531943867595009965,795,1531943867594639729,,15.7044773102,16.7378406525,274,0.379999995232,395.069976807,0.326455146074
1531943868063005683,796,1531943868062736886,,15.2579927444,16.7128181458,274,0.409999996424,395.380004883,0.873863756657
1531943868470416116,797,1531943868470103096,,15.8603429794,16.7275180817,276,0.360000014305,395.660003662,0.0727852657437
1531943868874868344,798,1531943868874237376,,15.9967908859,16.6133880615,277,0.319999992847,396.139984131,1.59499299526
1531943869218724759,799,1531943869218428122,,16.2499961853,16.399515152,277,0.300000011921,396.589996338,1.81818473339
1531943869552607626,800,1531943869552123951,,16.0635738373,16.2069664001,279,0.280000001192,397.059997559,1.67423737049
1531943869976609109,801,1531943869976114651,,15.694029808,15.9865694046,283,0.280000001192,397.489990234,1.66062057018
1531943870383452973,802,1531943870382224539,,15.323805809,15.8461236954,283,0.300000011921,397.649993896,1.16864800453
1531943870779240898,803,1531943870778102095,,15.7211523056,15.8246545792,284,0.310000002384,397.429992676,-0.932464599609
1531943871287777141,804,1531943871287386586,,16.3215351105,15.9709529877,285,0.289999991655,396.869995117,-0.961616516113
1531943871726593032,805,1531943871726155757,,16.5031604767,16.1315803528,284,0.259999990463,396.600006104,-0.170844838023
1531943872066111240,806,1531943872065673517,,16.4918727875,16.071680069,282,0.25,396.619995117,-0.39363026619
1531943872470252590,807,1531943872469175002,,16.5882472992,16.0151443481,280,0.259999990463,396.699981689,0.268056511879
1531943872881091303,808,1531943872880157874,,16.5605754852,15.8732624054,277,0.239999994636,396.989990234,0.705097317696
1531943873210300133,809,1531943873208321723,,16.1086616516,15.6967039108,275,0.239999994636,397.239990234,1.10303521156
1531943873610071202,810,1531943873603682635,,15.8110332489,15.5543985367,275,0.259999990463,397.489990234,0.837930083275
1531943874000043343,811,1531943873998437857,,14.8556518555,15.4573049545,276,0.289999991655,397.579986572,0.230006754398
1531943874602048411,812,1531943874597312753,,14.7212810516,15.5176029205,276,0.34999999404,396.959991455,-1.19838833809
1531943875033392538,813,1531943875032696738,,15.3593177795,15.8619251251,278,0.330000013113,396.399993896,-1.89467430115
1531943875483218093,814,1531943875482697747,,15.2654047012,16.1382293701,280,0.34999999404,395.729980469,-1.28760945797
1531943875917989547,815,1531943875917359762,,15.9635953903,16.2742671967,284,0.34999999404,395.079986572,-2.27518081665
1531943876425847155,816,1531943876419737593,,17.0881690979,16.1771183014,292,0.300000011921,394.489990234,-0.994015276432
1531943876814982046,817,1531943876812404091,,17.0669555664,15.8007354736,295,0.289999991655,394.380004883,-0.0498355440795
1531943877248069051,818,1531943877244453220,,16.9981212616,15.3861351013,299,0.289999991655,394.649993896,0.559828281403
1531943877577766349,819,1531943877577490736,,16.2362499237,15.1158437729,304,0.310000002384,394.959991455,0.564204454422
1531943878089354296,820,1531943878087812873,,15.2074556351,14.9458084106,312,0.389999985695,395.149993896,0.0734794139862
1531943878618211622,821,1531943878617774475,,15.7872514725,15.0021057129,326,0.379999995232,394.660003662,-1.17182981968
1531943878933890651,822,1531943878932445835,,16.4580974579,14.9781179428,330,0.340000003576,394.339996338,-0.223422393203
1531943879273427784,823,1531943879273166922,,16.7898807526,14.8826971054,335,0.330000013113,394.259979248,-0.102347150445
1531943879589537277,824,1531943879589177665,,16.5295848846,14.743139267,342,0.319999992847,394.380004883,0.657802820206
1531943879997826788,825,1531943879996181975,,15.8813142776,14.5217123032,348,0.34999999404,394.5,0.134707689285
1531943880369894569,826,1531943880369278288,,16.0171051025,14.278342247,355,0.370000004768,394.440002441,0.505591630936
1531943880811497567,827,1531943880811116771,,16.616897583,14.0340223312,358,0.310000002384,394.779998779,1.00856411457
1531943881290003706,828,1531943881288343149,,15.2717809677,13.7702579498,2,0.319999992847,395.589996338,2.12559938431
1531943881635037812,829,1531943881630210122,,14.5077886581,13.7058420181,6,0.34999999404,395.949981689,2.80614852905
1531943881990283035,830,1531943881986421543,,13.8787031174,13.8081512451,9,0.379999995232,396.220001221,-0.38051366806
1531943882330623856,831,1531943882329529341,,13.8716192245,14.0242805481,9,0.40000000596,396.220001221,0.470606058836
1531943882786193977,832,1531943882778072212,,14.0845832825,14.4417467117,8,0.40000000596,396.079986572,-1.27273797989
1531943883109617165,833,1531943883108613400,,14.3991718292,14.7806825638,5,0.389999985695,395.829986572,-0.479352474213
1531943883594599027,834,1531943883593630301,,14.9155759811,15.1361570358,5,0.379999995232,395.380004883,-0.467108458281
1531943883898204904,835,1531943883892354090,,15.1482410431,15.3384361267,3,0.370000004768,395.130004883,-0.776765406132
1531943884236942904,836,1531943884235905508,,15.6080522537,15.5162677765,2,0.34999999404,395.139984131,0.235940665007
1531943884603772079,837,1531943884599475359,,15.6549844742,15.5394573212,1,0.330000013113,395.269989014,0.669124782085
1531943884968302304,838,1531943884967235467,,15.4214143753,15.4338607788,0,0.330000013113,395.519989014,0.620418310165
1531943885404047611,839,1531943885402126096,,15.0669364929,15.27551651,1,0.34999999404,395.839996338,0.472402989864
1531943885846801448,840,1531943885846296142,,15.0166921616,15.1712636948,3,0.370000004768,395.959991455,0.0874745845795
1531943886172253079,841,1531943886171816251,,15.0905132294,15.1614179611,5,0.360000014305,395.899993896,0.0542295016348
1531943886625845458,842,1531943886624419874,,15.3099536896,15.3021221161,5,0.360000014305,395.639984131,-0.508409142494
1531943887117819650,843,1531943887117397159,,15.8676710129,15.5081272125,5,0.310000002384,395.619995117,-0.689290761948
1531943887555842482,844,1531943887554068357,,15.7295608521,15.5945835114,6,0.310000002384,395.699981689,1.28323793411
1531943887957384728,845,1531943887956974588,,15.3698072433,15.6244592667,4,0.340000003576,395.609985352,0.40849801898
1531943888489561461,846,1531943888489135930,,15.5346078873,15.8329296112,5,0.370000004768,395.289978027,-1.51416194439
1531943888772540872,847,1531943888772237868,,15.7932071686,15.9422531128,2,0.360000014305,395.089996338,-0.863367319107
1531943889146326795,848,1531943889145355190,,15.893196106,16.0280437469,0,0.34999999404,394.880004883,-0.747015535831
1531943889615251568,849,1531943889614704598,,16.3381328583,16.0274600983,1,0.330000013113,394.789978027,-0.106722138822
1531943890078570613,850,1531943890077861789,,16.1901340485,15.8887624741,1,0.319999992847,394.949981689,1.02256417274
1531943890439671151,851,1531943890439322195,,16.2590694427,15.7114715576,2,0.340000003576,395.199981689,-0.152230337262
1531943890896285669,852,1531943890895823402,,15.7057924271,15.5372657776,6,0.319999992847,395.449981689,1.1493127346
1531943891335262372,853,1531943891334804457,,15.8550109863,15.4260387421,9,0.340000003576,395.559997559,-0.0620793513954
1531943891670231141,854,1531943891669776010,,15.9667081833,15.4168815613,10,0.300000011921,395.549987793,-0.067355632782
1531943892134504367,855,1531943892134002261,,15.2964887619,15.4704370499,12,0.34999999404,395.569976807,0.788839280605
1531943892418342155,856,1531943892417489236,,15.2750768661,15.5539798737,13,0.370000004768,395.559997559,-0.840615093708
1531943892910168777,857,1531943892909767565,,14.8934850693,15.8079404831,19,0.389999985695,395.329986572,0.35001501441
1531943893415304890,858,1531943893414942686,,16.2675819397,16.4869499207,30,0.379999995232,394.609985352,-1.61562669277
1531943893749050035,859,1531943893748546744,,17.0284500122,16.9972000122,36,0.340000003576,394.309997559,-2.21570372581
1531943894132299370,860,1531943894131455987,,17.5112438202,17.3280620575,44,0.319999992847,394.119995117,-0.240551248193
1531943894480389225,861,1531943894479944718,,18.0057239532,17.5485591888,56,0.259999990463,394.130004883,1.82119488716
1531943894807785004,862,1531943894807271506,,18.1063671112,17.6294441223,63,0.259999990463,394.269989014,0.123333916068
1531943895196267441,863,1531943895195838101,,18.1439189911,17.5599136353,69,0.259999990463,394.559997559,1.66606545448
1531943895725860549,864,1531943895724450164,,17.186460495,17.3794898987,80,0.259999990463,395.160003662,1.86715555191
1531943896173432323,865,1531943896173081606,,16.1624965668,17.125541687,86,0.270000010729,395.809997559,1.37158501148
1531943896575460505,866,1531943896575061853,,14.7431354523,16.8519248962,89,0.330000013113,396.380004883,1.49405252934
1531943897010924351,867,1531943897010506596,,13.9392881393,16.7393131256,90,0.389999985695,396.479980469,-0.264934450388
1531943897562909643,868,1531943897562538575,,13.9131326675,16.9878959656,88,0.439999997616,395.839996338,-2.00051188469
1531943898014187626,869,1531943898011491016,,15.1934347153,17.4908885956,88,0.409999996424,395.029998779,-3.27500319481
1531943898453194167,870,1531943898452942521,,15.9132795334,17.6968917847,86,0.34999999404,394.369995117,-0.45486214757
1531943898868833827,871,1531943898868344745,,16.3063316345,17.6750469208,86,0.340000003576,393.91998291,-0.484034627676
1531943899276298286,872,1531943899275418872,,16.1714687347,17.4479141235,85,0.360000014305,393.739990234,-0.506471395493
1531943899691818243,873,1531943899691156234,,15.7659749985,17.156578064,84,0.379999995232,393.729980469,-0.483725070953
1531943900089109792,874,1531943900088403368,,15.2002916336,16.9334907532,84,0.419999986887,393.759979248,-0.135577902198
1531943900558148625,875,1531943900557705430,,14.8482141495,16.8795795441,85,0.439999997616,393.75,-0.363013744354
1531943900973246416,876,1531943900970792907,,15.1019115448,16.9671592712,86,0.449999988079,393.709991455,-1.29898190498
1531943901478008961,877,1531943901477453351,,15.3393316269,17.0865154266,85,0.430000007153,393.699981689,-0.13033747673
1531943901939276173,878,1531943901937719454,,15.2095146179,17.1648159027,87,0.419999986887,393.649993896,0.333439797163
1531943902286172575,879,1531943902285774788,,14.9241819382,17.2752056122,88,0.460000008345,393.429992676,-0.698904752731
1531943902668663278,880,1531943902668178867,,14.8407850266,17.5175762177,86,0.479999989271,393.069976807,-2.02011108398
1531943902974992188,881,1531943902974537985,,15.2845859528,17.7848339081,85,0.469999998808,392.819976807,-0.824196875095
1531943903295562131,882,1531943903294960505,,16.2790222168,17.9604682922,85,0.439999997616,392.660003662,-1.70344567299
1531943903838062197,883,1531943903837463996,,16.2174491882,18.0528755188,87,0.409999996424,392.559997559,1.04548203945
1531943904324085061,884,1531943904323582442,,16.1069602966,18.0109901428,86,0.439999997616,392.660003662,0.505732417107
1531943904686263611,885,1531943904685626242,,16.207857132,17.9514122009,85,0.430000007153,392.899993896,0.693897724152
1531943905098269461,886,1531943905097072194,,16.4172744751,17.8361949921,88,0.40000000596,393.369995117,0.565956830978
1531943905585205922,887,1531943905584223501,,16.0456409454,17.6502170563,89,0.360000014305,394.209991455,2.23529863358
1531943905917395459,888,1531943905910675468,,15.6035919189,17.4728660583,89,0.370000004768,394.889984131,1.6987323761
1531943906231948936,889,1531943906231039826,,15.2550411224,17.3669033051,91,0.389999985695,395.329986572,2.33816027641
1531943906625382292,890,1531943906621880794,,14.7984895706,17.3850917816,92,0.409999996424,395.619995117,1.4164403677
1531943907070452689,891,1531943907069965110,,15.168264389,17.5480499268,91,0.409999996424,395.679992676,-0.255424976349
1531943907534453958,892,1531943907533867116,,16.1961727142,17.7502784729,90,0.34999999404,395.649993896,-0.000812729937024
1531943907956614976,893,1531943907956240900,,16.6686630249,17.823135376,90,0.300000011921,395.709991455,0.719553291798
1531943908396197762,894,1531943908395557513,,16.5533752441,17.7959003448,90,0.280000001192,395.929992676,1.75129580498
1531943908783458300,895,1531943908783120960,,15.8611001968,17.644285202,89,0.310000002384,396.209991455,-0.52575469017
1531943909187921438,896,1531943909187534499,,15.0153007507,17.5402736664,88,0.379999995232,396.199981689,1.08067727089
1531943909637220350,897,1531943909636051883,,14.7342672348,17.6857681274,90,0.409999996424,395.949981689,-1.33356356621
1531943910107797529,898,1531943910107052769,,15.4362449646,17.9770336151,86,0.389999985695,395.699981689,-1.66373956203
1531943910519039034,899,1531943910518618622,,15.8477916718,18.1982250214,89,0.360000014305,395.440002441,-0.124208919704
1531943911029904101,900,1531943911027219266,,15.8885564804,18.3754425049,90,0.360000014305,395.130004883,-0.803883075714
1531943911397434756,901,1531943911396945897,,16.1492004395,18.4497756958,89,0.370000004768,394.880004883,0.0253725089133
1531943911928602652,902,1531943911924599047,,16.9975814819,18.5392436981,88,0.319999992847,394.850006104,-0.515216588974
1531943912346345632,903,1531943912343388960,,16.3490905762,18.3871803284,86,0.310000002384,395.199981689,0.888942420483
