%time,field.data
1531943853653374307,50.336
1531943853870435948,49.987
1531943854102243051,49.572
1531943854361496714,49.103
1531943854630567607,48.654
1531943854854473845,48.306
1531943855111207956,47.899
1531943855329790005,47.681
1531943855582839106,47.527
1531943855847659654,47.426
1531943856073007928,47.37
1531943856356080811,47.311
1531943856571508565,47.317
1531943856855385182,47.447
1531943857103918695,47.627
1531943857323055626,47.844
1531943857569328401,48.211
1531943857802191124,48.618
1531943858108982746,49.313
1531943858300904319,49.695
1531943858573370233,50.216
1531943858811673153,50.541
1531943859057774959,50.732
1531943859325602884,50.807
1531943859559241062,50.768
1531943859799047073,50.681
1531943860074845467,50.526
1531943860303883800,50.225
1531943860590570327,49.691
1531943860810542428,49.222
1531943861078102427,48.674
1531943861284474435,48.262
1531943861557206379,47.875
1531943861777151382,47.756
1531943862072000446,47.861
1531943862294879083,48.047
1531943862512309975,48.269
1531943862780763157,48.498
1531943863006970299,48.64
1531943863265687727,48.788
1531943863500797459,48.926
1531943863768572285,49.111
1531943864014162216,49.308
1531943864293373780,49.529
1531943864498265465,49.723
1531943864783430848,49.954
1531943864997546810,50.095
1531943865276853802,50.235
1531943865469274466,50.266
1531943865706443191,50.202
1531943865973870096,50.11
1531943866205707078,50.015
1531943866454318940,49.961
1531943866694110231,49.954
1531943866922742803,49.97
1531943867204598190,50.016
1531943867432640501,50.124
1531943867674014594,50.337
1531943867914182014,50.485
1531943868169345552,50.639
1531943868407408199,50.797
1531943868666808521,51.084
1531943868926435721,51.38
1531943869172749509,51.712
1531943869429173838,52.097
1531943869668148575,52.362
1531943869925710332,52.643
1531943870166564795,52.798
1531943870424678421,52.828
1531943870660077076,52.728
1531943870879006287,52.511
1531943871148071727,52.197
1531943871368615003,51.941
1531943871606726719,51.799
1531943871870059363,51.791
1531943872122562085,51.807
1531943872340732081,51.831
1531943872642552675,51.991
1531943872808642272,52.145
1531943873078422529,52.341
1531943873343900277,52.522
1531943873587247462,52.647
1531943873820802469,52.758
1531943874058885907,52.741
1531943874292819922,52.563
1531943874545528669,52.229
1531943874770839199,51.869
1531943875055853019,51.539
1531943875284569114,51.226
1531943875512443073,50.853
1531943875778125149,50.451
1531943876052465975,50.051
1531943876267158040,49.791
1531943876490103772,49.618
1531943876723566217,49.562
1531943877006359495,49.659
1531943877240033174,49.833
1531943877473656582,50.054
1531943877732569815,50.264
1531943877974869733,50.35
1531943878233226144,50.237
1531943878476114570,49.974
1531943878729118339,49.676
1531943878966084496,49.482
1531943879220485596,49.443
1531943879473601848,49.507
1531943879728078404,49.633
1531943879996726385,49.683
1531943880237478683,49.634
1531943880479802612,49.645
1531943880720987674,49.835
1531943880969816073,50.3
1531943881213205657,50.688
1531943881466143166,50.995
1531943881750826975,51.256
1531943881928786351,51.391
1531943882210849648,51.423
1531943882409004705,51.39
1531943882691933882,51.294
1531943882933232551,51.144
1531943883162739770,50.944
1531943883452287789,50.677
1531943883657353107,50.486
1531943883898020650,50.315
1531943884168095227,50.297
1531943884418569384,50.371
1531943884625389629,50.491
1531943884869314515,50.66
1531943885095460242,50.807
1531943885303261057,50.954
1531943885556603538,51.094
1531943885810936281,51.149
1531943886020561267,51.134
1531943886266209054,51.037
1531943886536269241,50.868
1531943886768496122,50.77
1531943887027213236,50.792
1531943887274219316,50.846
1531943887498559728,50.878
1531943887765029655,50.871
1531943888031534302,50.76
1531943888247692952,50.606
1531943888518110487,50.445
1531943888741430530,50.315
1531943889005793605,50.122
1531943889237905585,50.007
1531943889474660810,49.964
1531943889720034884,49.998
1531943889979640863,50.095
1531943890215574405,50.234
1531943890469500804,50.435
1531943890733783664,50.594
1531943890981787024,50.667
1531943891217707642,50.734
1531943891497232866,50.737
1531943891732872207,50.733
1531943892011679998,50.759
1531943892244740363,50.759
1531943892510379376,50.732
1531943892714465822,50.657
1531943892967132563,50.422
1531943893226397762,50.051
1531943893455998905,49.749
1531943893737670416,49.496
1531943893972583501,49.372
1531943894196398631,49.295
1531943894422457864,49.308
1531943894691784652,49.395
1531943894892053738,49.511
1531943895134353467,49.7
1531943895398737881,49.989
1531943895646908939,50.257
1531943895868489601,50.56
1531943896117380812,50.925
1531943896388538819,51.308
1531943896611138608,51.6
1531943896873115500,51.697
1531943897122476949,51.596
1531943897371239686,51.316
1531943897679467658,50.845
1531943897875972633,50.415
1531943898126894997,49.987
1531943898366781067,49.634
1531943898615522560,49.328
1531943898819487873,49.137
1531943899053367066,48.992
1531943899319224504,48.91
1531943899562793929,48.905
1531943899772258609,48.921
1531943900023831179,48.942
1531943900243884770,48.954
1531943900468670980,48.938
1531943900684898085,48.907
1531943900942898076,48.889
1531943901154811054,48.9
1531943901412197840,48.893
1531943901647228774,48.878
1531943901874549297,48.84
1531943902114553426,48.712
1531943902354778258,48.528
1531943902569152973,48.331
1531943902814527604,48.112
1531943903091289895,47.912
1531943903328722473,47.833
1531943903530164372,47.773
1531943903798748226,47.747
1531943904038351533,47.762
1531943904231386230,47.811
1531943904490997322,47.955
1531943904752371147,48.159
1531943904992513011,48.441
1531943905194885017,48.703
1531943905466198065,49.231
1531943905739000952,49.779
1531943905979555391,50.14
1531943906186824882,50.473
1531943906426920033,50.693
1531943906687834478,50.838
1531943906956737732,50.874
1531943907155750963,50.848
1531943907416955649,50.827
1531943907647315069,50.848
1531943907893624972,50.891
1531943908105568593,50.948
1531943908320336793,51.047
1531943908598233556,51.297
1531943908801619895,51.407
1531943909066660479,51.411
1531943909308393318,51.312
1531943909563331550,51.165
1531943909830474226,51.014
1531943910079133871,50.905
1531943910317650588,50.752
1531943910559932896,50.581
1531943910851423983,50.406
1531943911064250418,50.285
1531943911283091255,50.122
1531943911532143637,49.992
1531943911792636248,49.986
1531943912027854668,50.157
1531943912311649878,50.374
1531943912528094807,50.535
1531943912764341570,50.64
1531943913019054215,50.692
1531943913229159854,50.653
1531943913463228436,50.588
1531943913711213379,50.438
1531943913930754245,50.263
1531943914198306468,49.949
1531943914426065649,49.67
1531943914672723570,49.223
1531943914910613170,48.674
1531943915182166986,48.045
1531943915427071617,47.401
1531943915697700771,46.949
1531943915880973041,46.741
1531943916129951582,46.588
1531943916384298803,46.542
1531943916605743529,46.584
1531943916853649828,46.648
1531943917082143471,46.719
1531943917335025943,46.818
1531943917587961566,47.016
1531943917831858663,47.287
1531943918036573715,47.579
1531943918231131599,47.934
1531943918495097411,48.449
1531943918725307168,49.036
1531943918967429022,49.799
1531943919208919557,50.534
1531943919462980134,51.251
1531943919720136678,51.883
1531943919929916800,52.295
1531943920229645276,52.699
1531943920469307162,52.833
1531943920684282945,52.741
1531943920924628568,52.501
1531943921159412108,52.13
1531943921396401866,51.754
1531943921673372541,51.387
1531943921907713751,51.042
1531943922106358415,50.799
1531943922384713942,50.474
1531943922607287728,50.209
1531943922873326747,50.031
1531943923105373553,49.96
1531943923384864591,49.943
1531943923628255726,49.97
1531943923847061203,50.048
1531943924094213483,50.167
1531943924354735670,50.314
1531943924570333727,50.477
1531943924842205074,50.658
1531943925065737319,50.825
1531943925339053486,51.068
1531943925583755654,51.203
1531943925806739236,51.286
1531943926046593103,51.27
1531943926313611836,51.116
1531943926565509738,50.844
1531943926782766599,50.531
1531943927061158076,50.077
1531943927266827766,49.552
1531943927539619881,48.811
1531943927731888690,48.349
1531943928009268020,47.636
1531943928204986267,47.062
1531943928490354091,46.407
1531943928730043328,45.862
1531943928967078896,45.398
1531943929208289015,45.076
1531943929408542096,44.891
1531943929672321416,44.704
1531943929976339030,44.596
1531943930143774700,44.598
1531943930388250739,44.663
1531943930645836976,44.747
1531943930851470258,44.795
1531943931123203770,44.806
1531943931336354159,44.759
1531943931573467911,44.637
1531943931834279204,44.39
1531943932071038977,44.123
1531943932297896167,43.795
1531943932522230312,43.503
1531943932743771911,43.186
1531943932991483058,42.813
1531943933211326277,42.433
1531943933458073340,42.083
1531943933712369124,41.81
1531943933936252045,41.663
1531943934207819648,41.66
1531943934406331414,41.688
1531943934647625288,41.703
1531943934898429495,41.723
1531943935160882125,41.75
1531943935440753549,41.76
1531943935674555121,41.713
1531943935898161472,41.617
1531943936166628250,41.419
1531943936382874105,41.216
1531943936634060458,40.862
1531943936893788576,40.436
1531943937112597670,40.023
1531943937356100586,39.521
1531943937596269200,39.0
1531943937875720667,38.47
1531943938109287432,37.951
1531943938318132890,37.553
1531943938610801277,37.077
1531943938831533042,36.716
1531943939081949009,36.325
1531943939299570121,35.956
1531943939619325843,35.404
1531943939808489814,35.068
1531943940053845996,34.626
1531943940379052319,33.992
1531943940552392009,33.633
1531943940822180001,33.064
1531943941068020180,32.577
1531943941338143147,31.872
1531943941580140905,31.218
1531943941766138928,30.711
1531943941986542159,30.196
1531943942267743061,29.587
1531943942512285883,29.136
1531943942787274466,28.662
1531943942984684116,28.329
