%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1531943818963228437,2391,1531943818960618101,base_link,175000.0,-87000.0,-441000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819059685370,2392,1531943819058754149,base_link,172000.0,-83000.0,-442000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819144818670,2393,1531943819143928761,base_link,172000.0,-83000.0,-442000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819245818971,2394,1531943819245255170,base_link,175000.0,-82000.0,-442000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819370754972,2395,1531943819369596106,base_link,172000.0,-73000.0,-446000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819453572365,2396,1531943819452354268,base_link,172000.0,-73000.0,-446000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819556951068,2397,1531943819556154342,base_link,173000.0,-70000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819686724513,2398,1531943819686166184,base_link,163000.0,-69000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819773890715,2399,1531943819773146949,base_link,163000.0,-69000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819826276618,2400,1531943819825628434,base_link,159000.0,-68000.0,-451000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943819972439041,2401,1531943819971602635,base_link,154000.0,-63000.0,-453000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820062860757,2402,1531943820060938509,base_link,146000.0,-59000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820152590674,2403,1531943820152079832,base_link,142000.0,-58000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820249562164,2404,1531943820247840074,base_link,137000.0,-63000.0,-461000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820375936327,2405,1531943820374963411,base_link,121000.0,-81000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820456616277,2406,1531943820455240711,base_link,121000.0,-81000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820543853778,2407,1531943820541078228,base_link,117000.0,-90000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820717136377,2408,1531943820715765547,base_link,108000.0,-101000.0,-461000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820783817591,2409,1531943820783272190,base_link,102000.0,-108000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820880428766,2410,1531943820877615393,base_link,99000.0,-110000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943820988331640,2411,1531943820987726655,base_link,100000.0,-115000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821057541911,2412,1531943821055042710,base_link,100000.0,-115000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821159417311,2413,1531943821158652841,base_link,94000.0,-119000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821257785043,2414,1531943821257212346,base_link,93000.0,-125000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821364689628,2415,1531943821363094288,base_link,94000.0,-131000.0,-453000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821465962251,2416,1531943821465335507,base_link,96000.0,-137000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821555838953,2417,1531943821554873237,base_link,84000.0,-148000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821653756578,2418,1531943821653299464,base_link,98000.0,-159000.0,-444000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821728576412,2419,1531943821727964035,base_link,89000.0,-165000.0,-442000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821851621499,2420,1531943821850756134,base_link,98000.0,-169000.0,-441000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943821972666676,2421,1531943821971963292,base_link,94000.0,-171000.0,-438000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822065384208,2422,1531943822064909717,base_link,96000.0,-173000.0,-439000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822141296510,2423,1531943822140271946,base_link,103000.0,-178000.0,-435000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822233490081,2424,1531943822232897096,base_link,113000.0,-181000.0,-433000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822366963233,2425,1531943822366381033,base_link,110000.0,-189000.0,-425000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822454537118,2426,1531943822453020241,base_link,119000.0,-207000.0,-413000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822557186303,2427,1531943822556663846,base_link,123000.0,-225000.0,-401000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822651453000,2428,1531943822649934843,base_link,126000.0,-241000.0,-390000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822754976510,2429,1531943822753594864,base_link,124000.0,-252000.0,-380000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822886013565,2430,1531943822885138216,base_link,116000.0,-264000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943822963533783,2431,1531943822962375654,base_link,116000.0,-264000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823069672655,2432,1531943823068411134,base_link,102000.0,-267000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823174161755,2433,1531943823173598018,base_link,112000.0,-259000.0,-376000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823275270674,2434,1531943823274622330,base_link,115000.0,-249000.0,-380000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823361135462,2435,1531943823359919957,base_link,115000.0,-249000.0,-380000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823497886722,2436,1531943823497268361,base_link,143000.0,-235000.0,-386000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823553848714,2437,1531943823552635161,base_link,143000.0,-235000.0,-386000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823654841154,2438,1531943823648741710,base_link,141000.0,-228000.0,-390000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823749704998,2439,1531943823748958544,base_link,143000.0,-224000.0,-395000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943823840110306,2440,1531943823839312972,base_link,142000.0,-223000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824013327288,2441,1531943824011300082,base_link,115000.0,-219000.0,-407000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824065902828,2442,1531943824063691399,base_link,98000.0,-220000.0,-409000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824142614196,2443,1531943824142040571,base_link,98000.0,-220000.0,-409000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824251520396,2444,1531943824249245288,base_link,86000.0,-216000.0,-416000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824375406186,2445,1531943824371709400,base_link,78000.0,-212000.0,-422000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824486831619,2446,1531943824486066284,base_link,55000.0,-205000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824557431254,2447,1531943824556784351,base_link,55000.0,-205000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824650660337,2448,1531943824650136696,base_link,59000.0,-207000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824757483779,2449,1531943824756707309,base_link,43000.0,-213000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824877723791,2450,1531943824877009592,base_link,19000.0,-212000.0,-432000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943824968690566,2451,1531943824965972903,base_link,-10000.0,-199000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825052185754,2452,1531943825050055893,base_link,-10000.0,-199000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825145621141,2453,1531943825143913482,base_link,-23000.0,-194000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825244084465,2454,1531943825242914272,base_link,-37000.0,-187000.0,-451000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825358681030,2455,1531943825358230540,base_link,-38000.0,-176000.0,-457000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825451719302,2456,1531943825450990383,base_link,-38000.0,-160000.0,-466000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825549909797,2457,1531943825549068208,base_link,-69000.0,-127000.0,-475000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825651789847,2458,1531943825649021722,base_link,-91000.0,-112000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825743918562,2459,1531943825741052870,base_link,-91000.0,-112000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825857893726,2460,1531943825857139880,base_link,-100000.0,-96000.0,-480000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943825966397598,2461,1531943825965759334,base_link,-114000.0,-77000.0,-482000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826068562351,2462,1531943826067541051,base_link,-123000.0,-58000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826157494595,2463,1531943826156942506,base_link,-145000.0,-11000.0,-487000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826281149675,2464,1531943826280113496,base_link,-149000.0,15000.0,-487000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826394680272,2465,1531943826393829370,base_link,-155000.0,44000.0,-487000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826450244961,2466,1531943826449719207,base_link,-155000.0,44000.0,-487000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826558696004,2467,1531943826558143755,base_link,-154000.0,75000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826682083151,2468,1531943826680726944,base_link,-166000.0,129000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826779263230,2469,1531943826778625478,base_link,-166000.0,129000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826888315546,2470,1531943826886840748,base_link,-178000.0,171000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943826989722836,2471,1531943826989166363,base_link,-173000.0,188000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827060374541,2472,1531943827058385733,base_link,-173000.0,188000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827194269177,2473,1531943827193061832,base_link,-176000.0,220000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827243750295,2474,1531943827242626981,base_link,-176000.0,220000.0,-447000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827355706802,2475,1531943827355018682,base_link,-182000.0,229000.0,-442000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827458986968,2476,1531943827457065104,base_link,-187000.0,236000.0,-441000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827578392503,2477,1531943827577815134,base_link,-179000.0,251000.0,-433000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827628347503,2478,1531943827626790786,base_link,-179000.0,251000.0,-433000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827758895365,2479,1531943827758208013,base_link,-183000.0,259000.0,-429000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827832778421,2480,1531943827832009727,base_link,-171000.0,263000.0,-429000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943827973157074,2481,1531943827972515194,base_link,-151000.0,269000.0,-428000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828060093923,2482,1531943828059400459,base_link,-151000.0,269000.0,-428000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828208305186,2483,1531943828207429133,base_link,-147000.0,276000.0,-427000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828286139268,2484,1531943828285054417,base_link,-154000.0,282000.0,-423000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828374431237,2485,1531943828373716237,base_link,-146000.0,293000.0,-418000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
