%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.des_x,field.des_y,field.des_z,field.meas_x,field.meas_y,field.meas_z
1531943814042946865,2113,1531943814041194183,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.5215091705,6.00507497787,-2.37282347679
1531943814117745021,2114,1531943814115555288,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.8507633209,5.19453191757,-2.41029667854
1531943814149559337,2115,1531943814148943633,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.0585231781,4.63568401337,-2.42485809326
1531943814228559200,2116,1531943814220164426,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.3920536041,3.63020968437,-2.40619158745
1531943814254535638,2117,1531943814254039741,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.5262565613,3.14347338676,-2.42283368111
1531943814297618132,2118,1531943814296299333,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.6125030518,2.59827637672,-2.46319556236
1531943814346583432,2119,1531943814346055758,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.7190666199,2.02017879486,-2.49597740173
1531943814398374935,2120,1531943814397974396,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.8538722992,1.13635826111,-2.60154986382
1531943814465763489,2121,1531943814465430533,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.9512367249,0.239315509796,-2.69503474236
1531943814498688351,2122,1531943814498216773,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.9694004059,-0.379688858986,-2.73970293999
1531943814561190311,2123,1531943814560653326,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.992805481,-1.35551536083,-2.86376667023
1531943814603558862,2124,1531943814600390422,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.9853172302,-1.9932268858,-2.95092463493
1531943814641937895,2125,1531943814641552268,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.9308834076,-2.6450984478,-3.04858708382
1531943814719972938,2126,1531943814719143733,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.7825565338,-3.83193159103,-3.16528010368
1531943814761542171,2127,1531943814761115744,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.6958618164,-4.40330457687,-3.2117664814
1531943814818246508,2128,1531943814817155482,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.5095214844,-5.21787452698,-3.2549135685
1531943814850283734,2129,1531943814849004550,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.4593429565,-5.48457670212,-3.25412321091
1531943814898268278,2130,1531943814897117700,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,17.1903495789,-6.3027176857,-3.30861568451
1531943814963693688,2131,1531943814959986503,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.9364204407,-7.03703212738,-3.32853460312
1531943814995723906,2132,1531943814993255394,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.7296504974,-7.51799869537,-3.3250977993
1531943815053520199,2133,1531943815052078329,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.5003604889,-7.98801469803,-3.36033797264
1531943815105778930,2134,1531943815101579399,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,16.0862731934,-8.72879981995,-3.45707345009
1531943815154231661,2135,1531943815151917354,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,15.7788887024,-9.22001934052,-3.54795956612
1531943815196287705,2136,1531943815195066440,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,15.3044729233,-9.88813686371,-3.72328233719
1531943815261443168,2137,1531943815260870152,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,14.7630939484,-10.5458345413,-3.88834238052
1531943815314528481,2138,1531943815313946984,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,14.1843652725,-11.1562395096,-4.07356405258
1531943815366906634,2139,1531943815365928310,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,13.8176164627,-11.5000190735,-4.16480731964
1531943815395690046,2140,1531943815394415630,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,13.4261426926,-11.8323698044,-4.28805303574
1531943815448795006,2141,1531943815448280421,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,13.042760849,-12.1337995529,-4.38134050369
1531943815493857124,2142,1531943815492435958,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,12.4848136902,-12.5237722397,-4.51116991043
1531943815547719067,2143,1531943815542643931,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,12.1109247208,-12.7502098083,-4.58052158356
1531943815633647579,2144,1531943815629828172,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,11.4513425827,-13.089094162,-4.7271566391
1531943815654091897,2145,1531943815652945447,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,11.2962722778,-13.1536893845,-4.73452854156
1531943815698893122,2146,1531943815696771165,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,10.8260154724,-13.3464698792,-4.82482290268
1531943815755719379,2147,1531943815754702112,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,10.3534889221,-13.497590065,-4.93529176712
1531943815842735270,2148,1531943815842144206,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,9.80222225189,-13.6270456314,-5.04157209396
1531943815894539351,2149,1531943815893431365,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,9.50224304199,-13.6579284668,-4.99362277985
1531943815972453917,2150,1531943815971008239,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,9.19536209106,-13.6460971832,-4.9958615303
1531943816000819286,2151,1531943815999976481,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,9.00301456451,-13.6157398224,-5.01567173004
1531943816079898576,2152,1531943816071837494,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.7422990799,-13.5512628555,-5.0619726181
1531943816102006329,2153,1531943816099140477,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.56424331665,-13.4804258347,-5.14232826233
1531943816158403473,2154,1531943816157823417,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.32537555695,-13.3438491821,-5.26260089874
1531943816203053470,2155,1531943816202176777,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.21136760712,-13.2551326752,-5.29811525345
1531943816246795030,2156,1531943816245103435,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.10001373291,-13.1625041962,-5.30915737152
1531943816350920884,2157,1531943816350086302,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.9021191597,-12.9332752228,-5.22965192795
1531943816416531351,2158,1531943816415515396,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.79439783096,-12.7081365585,-5.18684959412
1531943816455330254,2159,1531943816454053502,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.74807357788,-12.6062021255,-5.14008998871
1531943816497993875,2160,1531943816496765187,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.70745754242,-12.5093679428,-5.03910636902
1531943816553959697,2161,1531943816553116220,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.68894338608,-12.4204149246,-4.93310928345
1531943816604810959,2162,1531943816600993983,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.67564678192,-12.2931556702,-4.69766521454
1531943816642688305,2163,1531943816640159793,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.66582679749,-12.2196159363,-4.53373908997
1531943816710579256,2164,1531943816710176829,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.67001581192,-12.0825281143,-4.14310693741
1531943816752894370,2165,1531943816751597554,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.68379735947,-12.0429639816,-4.04254770279
1531943816792590605,2166,1531943816792026932,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.71088886261,-11.9265708923,-3.77199196815
1531943816828481096,2167,1531943816815817128,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.72027540207,-11.8829574585,-3.69475865364
1531943816864328580,2168,1531943816863904745,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.73216295242,-11.8151655197,-3.53686094284
1531943816909932612,2169,1531943816909124974,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.75818109512,-11.6799030304,-3.36053943634
1531943816986782458,2170,1531943816985933285,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.81839418411,-11.530705452,-3.22545266151
1531943817019132930,2171,1531943817015104309,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.84988927841,-11.4394569397,-3.12371945381
1531943817050098268,2172,1531943817049735969,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.86948490143,-11.3865480423,-3.08076643944
1531943817094495533,2173,1531943817094186769,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.93386650085,-11.2403326035,-2.95569729805
1531943817152889805,2174,1531943817152324501,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,7.98814821243,-11.1361427307,-2.85722708702
1531943817218966605,2175,1531943817216794601,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.09303951263,-10.955783844,-2.60482811928
1531943817258613434,2176,1531943817252644901,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.12358093262,-10.9051904678,-2.52587080002
1531943817323397258,2177,1531943817319609786,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.21429538727,-10.7567968369,-2.17201519012
1531943817374733795,2178,1531943817371880519,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.26648330688,-10.6887969971,-1.98182141781
1531943817428109027,2179,1531943817426199643,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.34368228912,-10.5840892792,-1.64812397957
1531943817448784895,2180,1531943817446448860,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.36361122131,-10.5614061356,-1.52148544788
1531943817511431946,2181,1531943817510686003,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.44665050507,-10.4575605392,-1.04145264626
1531943817556121047,2182,1531943817555150403,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.49292469025,-10.4128255844,-0.810033321381
1531943817627049465,2183,1531943817625041587,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.5612077713,-10.3346853256,-0.478989779949
1531943817642874514,2184,1531943817641496771,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.58013057709,-10.3152103424,-0.360840260983
1531943817676378284,2185,1531943817675814195,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.60190296173,-10.2898902893,-0.116701103747
1531943817736200410,2186,1531943817735578626,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.65277671814,-10.2258358002,0.201957151294
1531943817822021570,2187,1531943817818384111,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.72142505646,-10.1605272293,0.578548133373
1531943817897069456,2188,1531943817896363961,NED,5,16.0,-3.5527136788e-15,1.95943496414e-15,8.79323577881,-10.1002321243,0.921617269516
1531943817935913927,2189,1531943817934889876,NED,5,16.0,4.99999987369e-06,1.95943496414e-15,8.82239627838,-10.083316803,1.09807837009
1531943817979863229,2190,1531943817978403120,NED,5,16.0,4.99999987369e-06,1.95943496414e-15,8.86610412598,-10.0543489456,1.26238584518
1531943818015731066,2191,1531943818014978947,NED,5,16.0,4.99999987369e-06,1.95943496414e-15,8.8985042572,-10.0378246307,1.43048489094
1531943818073797088,2192,1531943818073387781,NED,5,16.0,4.99999987369e-06,1.95943496414e-15,8.92297077179,-10.0325775146,1.61019945145
1531943818130916530,2193,1531943818123203283,NED,5,16.0,4.99999987369e-06,1.95943496414e-15,8.97284317017,-10.009768486,1.84789431095
1531943818151646542,2194,1531943818150708409,NED,5,16.0,0.00134800001979,1.95943496414e-15,8.9914226532,-10.0049915314,1.92712128162
1531943818195937825,2195,1531943818193320034,NED,5,16.0,0.00134800001979,1.95943496414e-15,9.03711795807,-10.0027961731,2.15127182007
1531943818238799878,2196,1531943818235623694,NED,5,16.0,0.00134800001979,1.95943496414e-15,9.07948493958,-9.99386501312,2.2785885334
1531943818358198153,2197,1531943818355865479,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.17014408112,-10.0058584213,2.55753183365
1531943818395606931,2198,1531943818394640959,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.24623012543,-10.0012340546,2.68886089325
1531943818454758892,2199,1531943818452852964,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.29382610321,-10.0068445206,2.78065824509
1531943818512570357,2200,1531943818511914973,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.38594245911,-10.0230350494,2.93297314644
1531943818576014936,2201,1531943818571817644,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.4456653595,-10.0205049515,2.99533224106
1531943818592963011,2202,1531943818592189260,NED,5,15.9999980927,0.00856500025839,1.95943454062e-15,9.50529003143,-10.025677681,3.05961585045
1531943818666250281,2203,1531943818664065157,NED,5,15.9998836517,0.060993000865,1.95942056458e-15,9.57859802246,-10.0423593521,3.14971423149
1531943818710103842,2204,1531943818708441111,NED,5,15.9998836517,0.060993000865,1.95942056458e-15,9.6316318512,-10.0457983017,3.21519470215
1531943818755387113,2205,1531943818754860816,NED,5,15.9998836517,0.060993000865,1.95942056458e-15,9.71953201294,-10.0470075607,3.30839347839
1531943818867381801,2206,1531943818862586502,NED,5,15.9998836517,0.060993000865,1.95942056458e-15,9.81020641327,-10.0725812912,3.4324221611
1531943818921731134,2207,1531943818920154706,NED,5,15.9998836517,0.060993000865,1.95942056458e-15,9.91580295563,-10.0902824402,3.48773241043
1531943818960799795,2208,1531943818960003645,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,9.94390296936,-10.0947475433,3.50082302094
1531943818980669465,2209,1531943818980345150,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,9.99467849731,-10.1116247177,3.53561449051
1531943819039171003,2210,1531943819037756141,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.0605897903,-10.1456346512,3.55411744118
1531943819104035277,2211,1531943819102162181,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.1344661713,-10.1753339767,3.55456399918
1531943819143366784,2212,1531943819141424696,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.1897888184,-10.1949720383,3.54403710365
1531943819175637611,2213,1531943819175258096,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.2367153168,-10.2204065323,3.52775907516
1531943819228772305,2214,1531943819227728606,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.276093483,-10.2571277618,3.51158571243
1531943819274413396,2215,1531943819272726410,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.3163385391,-10.2932500839,3.48531389236
1531943819292189525,2216,1531943819291608829,NED,5,15.9987821579,0.197430998087,1.95928567458e-15,10.3626832962,-10.3230333328,3.46693205833
1531943819365784698,2217,1531943819364868838,NED,5,15.9872732162,0.638037025928,1.95787621176e-15,10.4280509949,-10.3613853455,3.44889521599
1531943819413565251,2218,1531943819413003306,NED,5,15.9872732162,0.638037025928,1.95787621176e-15,10.4785852432,-10.417517662,3.41416025162
1531943819451426248,2219,1531943819450262423,NED,5,15.9872732162,0.638037025928,1.95787621176e-15,10.4961099625,-10.4385957718,3.39273667336
1531943819477097190,2220,1531943819476393807,NED,5,15.9872732162,0.638037025928,1.95787621176e-15,10.5339927673,-10.4729013443,3.34863591194
1531943819517773928,2221,1531943819516969586,NED,5,15.9872732162,0.638037025928,1.95787621176e-15,10.5734910965,-10.4989500046,3.32275128365
1531943819588444593,2222,1531943819587036419,NED,5,15.9767627716,0.862006008625,1.95658914519e-15,10.6392688751,-10.55996418,3.24829745293
1531943819676010375,2223,1531943819673048972,NED,5,15.9767627716,0.862006008625,1.95658914519e-15,10.6747570038,-10.6157102585,3.17682003975
1531943819713364115,2224,1531943819712658139,NED,5,15.9767627716,0.862006008625,1.95658914519e-15,10.7184534073,-10.6600856781,3.0819849968
1531943819789001054,2225,1531943819788568323,NED,5,15.9767627716,0.862006008625,1.95658914519e-15,10.7603273392,-10.6868610382,3.00814414024
1531943819812667701,2226,1531943819812168763,NED,5,15.9767627716,0.862006008625,1.95658914519e-15,10.7827358246,-10.7069377899,2.96370363235
1531943819884869579,2227,1531943819884547887,NED,5,15.9601583481,1.12842607498,1.95455563084e-15,10.8059835434,-10.7498178482,2.89295125008
1531943819945251190,2228,1531943819943785704,NED,5,15.9601583481,1.12842607498,1.95455563084e-15,10.8322992325,-10.7873163223,2.77944588661
1531943819987913151,2229,1531943819986550064,NED,5,15.9601583481,1.12842607498,1.95455563084e-15,10.8663311005,-10.8165369034,2.63597178459
1531943820058574602,2230,1531943820057957778,NED,5,15.9352226257,1.43828892708,1.95150186531e-15,10.8899078369,-10.8289518356,2.5472536087
1531943820082248514,2231,1531943820077730107,NED,5,15.9352226257,1.43828892708,1.95150186531e-15,10.9051609039,-10.8319768906,2.4911365509
1531943820120878655,2232,1531943820120244391,NED,5,15.9352226257,1.43828892708,1.95150186531e-15,10.9421882629,-10.8466901779,2.36861634254
1531943820148013067,2233,1531943820147463314,NED,5,15.9352226257,1.43828892708,1.95150186531e-15,10.9510440826,-10.8505907059,2.321652174
1531943820220611103,2234,1531943820217313000,NED,5,15.9352226257,1.43828892708,1.95150186531e-15,10.9870824814,-10.8583250046,2.14828300476
1531943820246419516,2235,1531943820245516455,NED,5,15.7838191986,2.62126898766,1.9329603141e-15,10.9956655502,-10.8568696976,2.10777807236
1531943820303840909,2236,1531943820302098179,NED,5,15.7838191986,2.62126898766,1.9329603141e-15,11.0215129852,-10.8446502686,2.00611543655
1531943820372928589,2237,1531943820372252373,NED,5,15.7838191986,2.62126898766,1.9329603141e-15,11.0517883301,-10.8082904816,1.86288106441
1531943820418927789,2238,1531943820415925043,NED,5,15.7838191986,2.62126898766,1.9329603141e-15,11.0680398941,-10.7887878418,1.79231846333
1531943820455237319,2239,1531943820452392650,NED,5,15.7838191986,2.62126898766,1.9329603141e-15,11.0719671249,-10.7810592651,1.76052236557
1531943820515679922,2240,1531943820514970203,NED,5,15.6985874176,3.09101390839,1.92252232709e-15,11.089764595,-10.749578476,1.61559414864
1531943820540343934,2241,1531943820538852016,NED,5,15.6985874176,3.09101390839,1.92252232709e-15,11.0931720734,-10.7355060577,1.57343745232
1531943820594169628,2242,1531943820593797505,NED,5,15.6985874176,3.09101390839,1.92252232709e-15,11.1142597198,-10.6833992004,1.44460761547
1531943820651114612,2243,1531943820649222987,NED,5,15.6985874176,3.09101390839,1.92252232709e-15,11.134270668,-10.6341514587,1.32886517048
1531943820776572498,2244,1531943820775715100,NED,5,15.6985874176,3.09101390839,1.92252232709e-15,11.1506252289,-10.5603179932,1.16125392914
1531943820833161102,2245,1531943820832488534,NED,5,15.5919857025,3.59026193619,1.90946764354e-15,11.1793136597,-10.4697418213,1.05108618736
1531943820976801512,2246,1531943820975890131,NED,5,15.5919857025,3.59026193619,1.90946764354e-15,11.2164068222,-10.3325300217,0.939729213715
1531943821046776062,2247,1531943821044306012,NED,5,15.5919857025,3.59026193619,1.90946764354e-15,11.2451610565,-10.2309923172,0.91141974926
1531943821094726311,2248,1531943821094012752,NED,5,15.1367225647,5.18455791473,1.85371381737e-15,11.275800705,-10.1399774551,0.915805578232
1531943821155953994,2249,1531943821155157332,NED,5,15.1367225647,5.18455791473,1.85371381737e-15,11.3010511398,-10.0541687012,0.896245419979
1531943821228559936,2250,1531943821227803689,NED,5,15.1367225647,5.18455791473,1.85371381737e-15,11.347158432,-9.94026565552,0.840511500835
1531943821251052359,2251,1531943821248674660,NED,5,15.1367225647,5.18455791473,1.85371381737e-15,11.3607988358,-9.90859603882,0.826056838036
